recovery_query,ori_err_cof,check_query,recollect_query,err_cof,total_query
1322,2,256,23,0,1601
1305,3,256,43,0,1604
1312,2,256,23,0,1591
1315,4,256,54,1,1625
1298,6,256,70,0,1624
1286,5,256,52,0,1594
1300,0,256,0,0,1556
1299,1,256,11,0,1566
1283,2,256,40,0,1579
1309,2,256,20,0,1585
1305,1,256,13,0,1574
1324,2,256,42,0,1622
1325,5,256,63,0,1644
1305,5,256,56,1,1617
1301,2,256,20,0,1577
1288,7,256,57,0,1601
1323,1,256,22,0,1601
1331,1,256,21,0,1608
1301,7,256,63,1,1620
1320,2,256,18,0,1594
1306,1,256,11,0,1573
1317,5,256,63,0,1636
1275,5,256,39,1,1570
1318,3,256,40,0,1614
1328,4,256,46,0,1630
1282,0,256,22,0,1560
1302,7,256,74,0,1632
1301,1,256,10,0,1567
1319,2,256,23,1,1598
1303,3,256,31,0,1590
1309,3,256,41,0,1606
1312,3,256,41,1,1609
1331,2,256,22,0,1609
1298,2,256,31,0,1585
1304,2,256,34,0,1594
1285,4,256,39,0,1580
1352,3,256,18,1,1626
1316,0,256,0,0,1572
1290,4,256,54,0,1600
1333,6,256,66,1,1655
1306,3,256,31,0,1593
1299,0,256,9,0,1564
1355,1,256,12,0,1623
1324,6,256,67,0,1647
1314,4,256,70,1,1640
1326,1,256,8,0,1590
1337,1,256,19,0,1612
1298,3,256,73,0,1627
1301,4,256,51,0,1608
1273,1,256,14,0,1543
1267,3,256,34,1,1557
1326,3,256,31,0,1613
1303,1,256,20,0,1579
1322,2,256,19,1,1597
1296,4,256,42,0,1594
1312,2,256,21,0,1589
1332,2,256,22,0,1610
1304,2,256,25,0,1585
1304,4,256,41,0,1601
1311,1,256,13,0,1580
1304,1,256,9,0,1569
1319,3,256,40,0,1615
1294,2,256,31,0,1581
1302,2,256,19,1,1577
1321,3,256,51,0,1628
1307,6,256,74,1,1637
1315,2,256,18,0,1589
1306,1,256,10,0,1572
1330,1,256,22,0,1608
1281,1,256,9,0,1546
1328,3,256,42,0,1626
1314,1,256,10,0,1580
1300,5,256,61,0,1617
1323,2,256,19,0,1598
1306,2,256,21,0,1583
1319,0,256,0,0,1575
1316,1,256,13,0,1585
1303,1,256,10,0,1569
1315,2,256,21,0,1592
1325,4,256,44,0,1625
1296,6,256,60,0,1612
1324,4,256,57,0,1637
1328,1,256,10,0,1594
1274,0,256,0,0,1530
1309,4,256,39,0,1604
1298,5,256,44,0,1598
1321,1,256,9,0,1586
1296,2,256,23,0,1575
1316,5,256,49,0,1621
1296,2,256,19,0,1571
1320,2,256,22,0,1598
1301,0,256,9,0,1566
1290,3,256,27,0,1573
1283,0,256,0,0,1539
1320,6,256,52,1,1628
1330,4,256,54,0,1640
1321,3,256,40,0,1617
1319,3,256,48,0,1623
1299,1,256,13,0,1568
1305,0,256,0,0,1561
1325,3,256,40,1,1621
1331,2,256,33,0,1620
1302,7,256,79,0,1637
1295,3,256,52,0,1603
1282,2,256,22,0,1560
1314,4,256,48,0,1618
1301,2,256,32,0,1589
1344,3,256,45,0,1645
1315,3,256,34,0,1605
1317,2,256,41,0,1614
1309,1,256,33,0,1598
1323,3,256,31,0,1610
1325,2,256,29,0,1610
1321,4,256,45,0,1622
1302,6,256,74,0,1632
1292,4,256,44,0,1592
1311,4,256,44,0,1611
1315,4,256,52,0,1623
1290,2,256,23,0,1569
1301,2,256,22,0,1579
1306,1,256,10,0,1572
1304,2,256,22,0,1582
1304,4,256,42,0,1602
1317,3,256,30,0,1603
1311,2,256,18,0,1585
1325,4,256,39,0,1620
1319,2,256,19,0,1594
1305,5,256,44,1,1605
1301,2,256,17,0,1574
1326,0,256,0,0,1582
1326,4,256,43,0,1625
1315,2,256,40,0,1611
1320,3,256,33,0,1609
1301,1,256,10,0,1567
1308,4,256,50,0,1614
1304,3,256,32,0,1592
1304,1,256,13,0,1573
1303,1,256,9,0,1568
1303,2,256,27,0,1586
1300,4,256,40,0,1596
1306,4,256,35,0,1597
1301,4,256,48,0,1605
1329,1,256,8,0,1593
1304,2,256,42,0,1602
1284,4,256,50,1,1590
1344,3,256,30,0,1630
1295,1,256,10,0,1561
1301,2,256,19,0,1576
1316,5,256,73,0,1645
1292,1,256,11,0,1559
1323,4,256,48,0,1627
1328,4,256,53,0,1637
1315,1,256,11,0,1582
1286,1,256,16,0,1558
1309,2,256,28,0,1593
1327,3,256,35,0,1618
1283,4,256,40,1,1579
1319,1,256,9,1,1584
1278,2,256,20,0,1554
1335,6,256,73,0,1664
1290,5,256,56,0,1602
1321,2,256,21,0,1598
1310,2,256,37,0,1603
1328,3,256,30,0,1614
1319,2,256,19,1,1594
1316,1,256,0,1,1572
1323,4,256,52,0,1631
1322,1,256,11,0,1589
1341,2,256,36,0,1633
1319,4,256,44,0,1619
1291,4,256,40,0,1587
1308,0,256,0,0,1564
1305,4,256,40,0,1601
1298,5,256,51,0,1605
1316,4,256,44,0,1616
1314,4,256,56,0,1626
1314,1,256,20,0,1590
1304,3,256,31,0,1591
1330,1,256,21,0,1607
1286,4,256,44,0,1586
1325,4,256,73,0,1654
1316,2,256,22,0,1594
1303,6,256,63,0,1622
1287,2,256,9,1,1552
1312,4,256,50,0,1618
1317,5,256,56,0,1629
1322,6,256,68,0,1646
1285,6,256,68,1,1609
1301,4,256,50,1,1607
1317,4,256,43,1,1616
1317,1,256,18,0,1591
1283,0,256,10,0,1549
1290,2,256,23,0,1569
1271,3,256,32,0,1559
1345,2,256,29,0,1630
1296,2,256,33,0,1585
1314,1,256,9,0,1579
1312,1,256,10,0,1578
1298,1,256,19,0,1573
1302,3,256,50,0,1608
1321,4,256,40,0,1617
1291,2,256,21,0,1568
1307,2,256,19,0,1582
1308,3,256,29,0,1593
1317,2,256,34,1,1607
1302,1,256,24,0,1582
1335,4,256,65,1,1656
1286,3,256,52,0,1594
1334,1,256,11,0,1601
1331,2,256,30,0,1617
1283,3,256,32,0,1571
1311,0,256,12,0,1579
1321,4,256,45,0,1622
1296,1,256,12,0,1564
1317,4,256,51,0,1624
1293,3,256,28,0,1577
1311,3,256,19,1,1586
1334,2,256,33,0,1623
1298,1,256,24,0,1578
1334,3,256,51,0,1641
1300,3,256,44,0,1600
1320,1,256,22,0,1598
1289,1,256,20,0,1565
1327,7,256,78,1,1661
1311,2,256,29,0,1596
1327,1,256,9,0,1592
1326,1,256,10,0,1592
1325,1,256,23,0,1604
1317,2,256,23,0,1596
1309,5,256,55,0,1620
1296,4,256,51,0,1603
1308,1,256,8,0,1572
1294,5,256,48,0,1598
1328,2,256,33,0,1617
1313,2,256,20,0,1589
1310,4,256,54,1,1620
1293,1,256,9,0,1558
1305,2,256,32,0,1593
1270,4,256,37,0,1563
1296,4,256,42,1,1594
1319,1,256,22,0,1597
1311,1,256,0,1,1567
1327,2,256,33,0,1616
1272,2,256,30,0,1558
1307,3,256,37,0,1600
1305,1,256,11,0,1572
1307,4,256,54,0,1617
1333,4,256,42,0,1631
1312,5,256,52,0,1620
1294,0,256,10,0,1560
1297,1,256,10,0,1563
1311,3,256,37,0,1604
1308,2,256,21,0,1585
1315,2,256,19,0,1590
1313,1,256,11,0,1580
1322,3,256,40,0,1618
1316,4,256,63,0,1635
1307,1,256,16,0,1579
1318,3,256,41,0,1615
1337,3,256,27,0,1620
1292,1,256,20,0,1568
1324,1,256,23,0,1603
1315,2,256,20,0,1591
1318,3,256,31,0,1605
1304,0,256,9,0,1569
1321,1,256,19,0,1596
1331,3,256,35,0,1622
1305,2,256,18,0,1579
1286,5,256,46,0,1588
1345,1,256,19,0,1620
1287,1,256,10,0,1553
1312,2,256,32,0,1600
1324,2,256,18,0,1598
1325,3,256,51,0,1632
1316,1,256,10,1,1582
1316,3,256,20,1,1592
1289,2,256,40,0,1585
1322,3,256,31,0,1609
1311,6,256,69,0,1636
1313,4,256,64,0,1633
1345,3,256,31,0,1632
1325,3,256,27,0,1608
1321,1,256,22,0,1599
1302,2,256,22,0,1580
1295,3,256,39,0,1590
1322,3,256,42,0,1620
1329,0,256,0,0,1585
1349,1,256,10,0,1615
1334,0,256,19,0,1609
1324,0,256,10,0,1590
1316,1,256,9,0,1581
1335,6,256,61,1,1652
1323,1,256,34,0,1613
1317,5,256,45,0,1618
1309,3,256,30,0,1595
1310,2,256,22,0,1588
1328,4,256,43,0,1627
1299,3,256,42,0,1597
1298,2,256,19,0,1573
1323,1,256,9,0,1588
1295,2,256,35,0,1586
1307,4,256,46,0,1609
1333,4,256,81,0,1670
1293,2,256,32,1,1581
1268,1,256,21,0,1545
1305,2,256,19,0,1580
1315,5,256,75,0,1646
1314,2,256,30,0,1600
1339,3,256,31,0,1626
1315,2,256,21,0,1592
1333,2,256,24,1,1613
1331,0,256,0,0,1587
1301,1,256,12,0,1569
1302,2,256,26,0,1584
1304,4,256,53,0,1613
1299,2,256,32,0,1587
1315,4,256,49,0,1620
1299,4,256,42,0,1597
1329,5,256,55,0,1640
1328,4,256,52,0,1636
1309,2,256,31,0,1596
1318,4,256,57,0,1631
1298,2,256,19,0,1573
1304,1,256,12,0,1572
1302,2,256,22,0,1580
1320,4,256,49,0,1625
1326,5,256,55,0,1637
1269,2,256,22,0,1547
1320,1,256,10,0,1586
1316,3,256,42,0,1614
1326,1,256,13,0,1595
1322,3,256,45,1,1623
1325,1,256,8,0,1589
1319,2,256,23,0,1598
1312,1,256,9,0,1577
1312,4,256,43,0,1611
1325,2,256,42,0,1623
1321,7,256,74,0,1651
1282,1,256,10,0,1548
1311,2,256,21,0,1588
1295,4,256,53,0,1604
1317,3,256,30,0,1603
1277,5,256,77,0,1610
1321,0,256,11,0,1588
1312,2,256,32,0,1600
1353,1,256,24,0,1633
1317,1,256,10,0,1583
1333,1,256,11,0,1600
1300,4,256,51,0,1607
1302,3,256,54,0,1612
1308,1,256,18,1,1582
1329,1,256,11,0,1596
1318,2,256,23,0,1597
1319,3,256,33,0,1608
1303,3,256,51,0,1610
1309,3,256,33,0,1598
1307,1,256,11,0,1574
1307,5,256,44,1,1607
1293,1,256,9,0,1558
1315,2,256,29,0,1600
1317,5,256,51,0,1624
1326,2,256,32,0,1614
1302,4,256,47,0,1605
1292,2,256,22,1,1570
1304,2,256,22,0,1582
1325,2,256,21,0,1602
1293,2,256,26,0,1575
1292,3,256,29,0,1577
1298,7,256,73,1,1627
1315,0,256,0,0,1571
1321,1,256,20,0,1597
1328,5,256,59,0,1643
1287,3,256,30,0,1573
1300,6,256,66,0,1622
1308,3,256,43,0,1607
1307,1,256,9,0,1572
1312,4,256,56,0,1624
1283,2,256,30,0,1569
1313,3,256,28,0,1597
1296,7,256,87,0,1639
1316,0,256,0,0,1572
1319,1,256,11,0,1586
1327,2,256,31,0,1614
1304,2,256,20,0,1580
1297,3,256,42,0,1595
1305,2,256,21,0,1582
1312,4,256,31,2,1599
1312,4,256,38,0,1606
1314,5,256,47,0,1617
1321,2,256,22,0,1599
1314,1,256,31,0,1601
1290,2,256,23,0,1569
1322,2,256,11,1,1589
1301,1,256,19,0,1576
1325,1,256,25,0,1606
1333,4,256,39,0,1628
1314,2,256,20,0,1590
1308,1,256,11,0,1575
1296,4,256,40,0,1592
1310,1,256,10,0,1576
1333,3,256,40,0,1629
1319,3,256,32,0,1607
1327,7,256,74,0,1657
1306,4,256,40,0,1602
1298,4,256,54,0,1608
1294,3,256,28,0,1578
1317,3,256,37,0,1610
1323,2,256,18,0,1597
1298,4,256,46,0,1600
1300,5,256,50,1,1606
1311,0,256,0,0,1567
1314,3,256,40,0,1610
1307,1,256,34,0,1597
1316,0,256,9,0,1581
1305,0,256,0,0,1561
1288,2,256,28,0,1572
1301,3,256,25,0,1582
1321,4,256,43,0,1620
1281,2,256,29,0,1566
1332,3,256,50,1,1638
1359,1,256,10,0,1625
1313,5,256,66,0,1635
1308,2,256,42,0,1606
1306,5,256,55,0,1617
1328,2,256,22,0,1606
1288,2,256,50,0,1594
1320,1,256,11,0,1587
1283,2,256,33,0,1572
1310,3,256,32,0,1598
1303,2,256,31,0,1590
1306,1,256,20,0,1582
1302,4,256,50,0,1608
1298,2,256,31,0,1585
1300,1,256,10,0,1566
1324,1,256,11,0,1591
1300,2,256,47,0,1603
1296,4,256,52,0,1604
1286,3,256,49,0,1591
1309,2,256,21,0,1586
1356,3,256,47,1,1659
1291,3,256,19,1,1566
1333,0,256,0,0,1589
1338,1,256,10,0,1604
1305,0,256,0,0,1561
1304,3,256,40,0,1600
1293,0,256,10,0,1559
1341,2,256,21,0,1618
1308,1,256,22,0,1586
1298,1,256,19,0,1573
1286,4,256,41,0,1583
1318,3,256,29,0,1603
1285,2,256,22,0,1563
1318,4,256,59,0,1633
1326,3,256,29,0,1611
1323,2,256,35,0,1614
1310,1,256,21,0,1587
1308,2,256,21,0,1585
1297,3,256,41,0,1594
1319,3,256,32,0,1607
1323,4,256,41,0,1620
1313,2,256,47,0,1616
1328,0,256,9,0,1593
1301,2,256,19,0,1576
1286,2,256,30,0,1572
1294,0,256,0,0,1550
1301,3,256,29,0,1586
1320,4,256,51,0,1627
1331,2,256,19,1,1606
1300,1,256,11,0,1567
1310,4,256,52,0,1618
1313,1,256,11,0,1580
1300,7,256,71,0,1627
1316,2,256,21,0,1593
1299,0,256,11,0,1566
1297,4,256,42,0,1595
1310,1,256,20,0,1586
1316,3,256,49,0,1621
1286,3,256,23,1,1565
1320,2,256,32,0,1608
1338,2,256,29,0,1623
1327,0,256,0,0,1583
1324,1,256,10,0,1590
1338,3,256,34,0,1628
1302,3,256,28,0,1586
1302,5,256,57,0,1615
1284,4,256,37,0,1577
1298,3,256,41,0,1595
1303,3,256,42,0,1601
1312,2,256,21,0,1589
1316,0,256,29,0,1601
1308,3,256,31,1,1595
1299,2,256,8,1,1563
1316,0,256,0,0,1572
1320,2,256,29,0,1605
1330,4,256,38,0,1624
1328,4,256,56,0,1640
1293,7,256,79,0,1628
1308,2,256,31,0,1595
1335,3,256,31,0,1622
1327,2,256,20,0,1603
1338,2,256,22,0,1616
1281,3,256,30,0,1567
1307,8,256,80,0,1643
1310,4,256,51,0,1617
1313,3,256,44,0,1613
1333,2,256,32,0,1621
1310,6,256,61,0,1627
1318,3,256,22,1,1596
1313,1,256,22,0,1591
1300,0,256,11,0,1567
1324,0,256,0,0,1580
1307,0,256,9,0,1572
1316,6,256,71,1,1643
1310,7,256,75,0,1641
1306,3,256,33,1,1595
1305,1,256,19,0,1580
1307,4,256,46,0,1609
1291,4,256,40,0,1587
1317,3,256,35,0,1608
1328,5,256,64,0,1648
1292,4,256,60,0,1608
1286,1,256,9,0,1551
1303,4,256,44,0,1603
1308,4,256,56,0,1620
1302,3,256,31,0,1589
1303,4,256,49,0,1608
1294,3,256,37,0,1587
1301,2,256,29,0,1586
1311,3,256,29,0,1596
1301,4,256,43,0,1600
1273,3,256,34,1,1563
1308,3,256,31,0,1595
1295,7,256,79,0,1630
1318,2,256,18,1,1592
1273,0,256,0,0,1529
1318,1,256,11,0,1585
1307,3,256,33,0,1596
1309,1,256,13,0,1578
1298,4,256,52,0,1606
1331,4,256,51,0,1638
1320,3,256,18,0,1594
1334,3,256,45,0,1635
1284,2,256,31,0,1571
1300,1,256,13,0,1569
1313,2,256,20,0,1589
1326,3,256,60,0,1642
1310,2,256,30,0,1596
1331,3,256,19,0,1606
1323,4,256,50,0,1629
1304,5,256,58,0,1618
1321,1,256,11,0,1588
1303,1,256,8,0,1567
1302,3,256,20,1,1578
1330,3,256,34,0,1620
1312,2,256,18,0,1586
1346,2,256,23,1,1625
1284,2,256,28,0,1568
1312,4,256,44,1,1612
1317,1,256,21,0,1594
1306,6,256,65,0,1627
1300,2,256,20,0,1576
1312,4,256,42,0,1610
1331,4,256,40,0,1627
1310,1,256,21,0,1587
1309,0,256,0,0,1565
1304,2,256,29,0,1589
1308,8,256,83,0,1647
1305,4,256,41,1,1602
1296,4,256,40,0,1592
1294,5,256,50,0,1600
1310,2,256,20,1,1586
1327,5,256,42,0,1625
1305,3,256,29,0,1590
1321,2,256,32,1,1609
1295,2,256,31,0,1582
1298,2,256,21,0,1575
1323,3,256,34,0,1613
1315,4,256,39,0,1610
1313,4,256,33,1,1602
1312,3,256,35,0,1603
1297,2,256,22,0,1575
1314,0,256,0,0,1570
1331,3,256,30,0,1617
1304,3,256,32,1,1592
1305,3,256,35,0,1596
1299,1,256,12,0,1567
1317,4,256,49,0,1622
1317,0,256,20,0,1593
1292,1,256,11,0,1559
1301,4,256,38,0,1595
1323,1,256,21,0,1600
1290,1,256,20,0,1566
1323,2,256,19,0,1598
1327,3,256,35,1,1618
1302,2,256,32,0,1590
1307,9,256,115,0,1678
1309,7,256,97,0,1662
1332,1,256,0,1,1588
1323,5,256,66,0,1645
1282,5,256,39,0,1577
1319,0,256,20,0,1595
1319,2,256,32,0,1607
1309,1,256,9,0,1574
1302,1,256,12,0,1570
1321,1,256,23,0,1600
1309,1,256,22,0,1587
1316,1,256,20,0,1592
1321,5,256,59,0,1636
1319,2,256,31,0,1606
1308,4,256,45,0,1609
1307,6,256,64,0,1627
1309,6,256,54,1,1619
1324,0,256,0,0,1580
1296,4,256,40,0,1592
1306,1,256,12,0,1574
1307,0,256,10,0,1573
1311,2,256,26,0,1593
1306,4,256,41,1,1603
1314,3,256,30,0,1600
1279,3,256,55,0,1590
1337,4,256,40,0,1633
1291,6,256,54,0,1601
1325,4,256,44,1,1625
1334,1,256,12,0,1602
1320,1,256,11,0,1587
1290,3,256,30,0,1576
1281,3,256,31,0,1568
1332,2,256,30,0,1618
1320,4,256,40,0,1616
1317,0,256,20,0,1593
1304,1,256,20,0,1580
1298,4,256,46,0,1600
1306,1,256,13,0,1575
1303,4,256,60,0,1619
1341,3,256,32,0,1629
1312,5,256,54,0,1622
1315,3,256,38,0,1609
1302,3,256,27,1,1585
1307,2,256,32,0,1595
1300,4,256,38,0,1594
1299,1,256,23,0,1578
1300,5,256,52,0,1608
1334,3,256,31,0,1621
1308,3,256,46,0,1610
1324,0,256,13,0,1593
1285,2,256,55,0,1596
1317,2,256,42,0,1615
1329,1,256,10,0,1595
1304,4,256,55,0,1615
1327,3,256,31,0,1614
1310,4,256,44,0,1610
1329,3,256,44,0,1629
1297,6,256,61,0,1614
1324,1,256,9,0,1589
1309,0,256,8,0,1573
1310,2,256,33,0,1599
1315,0,256,0,0,1571
1308,2,256,20,0,1584
1313,4,256,36,0,1605
1307,0,256,0,0,1563
1304,3,256,40,0,1600
1288,5,256,46,0,1590
1318,1,256,12,0,1586
1329,1,256,10,0,1595
1303,2,256,22,0,1581
1297,5,256,62,0,1615
1320,5,256,52,1,1628
1302,2,256,44,0,1602
1287,2,256,35,0,1578
1342,2,256,21,0,1619
1316,3,256,30,0,1602
1304,2,256,20,0,1580
1343,3,256,29,0,1628
1290,3,256,34,0,1580
1307,2,256,21,0,1584
1290,6,256,66,0,1612
1295,2,256,23,0,1574
1308,6,256,78,0,1642
1328,5,256,59,0,1643
1340,3,256,33,0,1629
1306,3,256,31,0,1593
1321,2,256,21,0,1598
1313,4,256,42,0,1611
1331,3,256,54,0,1641
1310,4,256,44,0,1610
1288,3,256,29,0,1573
1311,2,256,22,2,1589
1308,2,256,23,0,1587
1289,0,256,9,0,1554
1314,1,256,9,0,1579
1324,3,256,30,1,1610
1297,2,256,35,0,1588
1315,3,256,50,0,1621
1282,1,256,11,0,1549
1353,2,256,21,0,1630
1311,0,256,0,0,1567
1319,1,256,8,0,1583
1318,0,256,0,0,1574
1313,1,256,13,0,1582
1315,1,256,22,0,1593
1336,3,256,33,1,1625
1288,4,256,71,0,1615
1293,3,256,29,0,1578
1299,4,256,41,0,1596
1328,3,256,57,0,1641
1310,0,256,0,0,1566
1305,1,256,12,0,1573
1299,1,256,21,0,1576
1298,0,256,9,0,1563
1313,4,256,50,1,1619
1322,4,256,47,0,1625
1297,2,256,21,0,1574
1314,1,256,20,0,1590
1325,2,256,29,0,1610
1308,3,256,35,0,1599
1304,2,256,39,0,1599
1309,3,256,33,0,1598
1308,1,256,11,0,1575
1308,1,256,19,0,1583
1307,5,256,62,0,1625
1328,2,256,29,0,1613
1317,5,256,52,0,1625
1303,2,256,21,0,1580
1313,1,256,22,0,1591
1312,0,256,0,0,1568
1308,0,256,0,0,1564
1334,1,256,23,0,1613
1302,6,256,62,0,1620
1287,0,256,0,0,1543
1318,5,256,52,0,1626
1296,2,256,41,0,1593
1293,2,256,26,0,1575
1320,2,256,32,0,1608
1308,2,256,31,0,1595
1315,3,256,40,1,1611
1312,3,256,55,0,1623
1330,2,256,21,0,1607
1265,3,256,29,0,1550
1319,3,256,34,0,1609
1314,2,256,35,0,1605
1285,1,256,22,0,1563
1307,0,256,10,0,1573
1300,3,256,36,0,1592
1328,0,256,11,0,1595
1344,1,256,8,0,1608
1284,1,256,18,0,1558
1305,3,256,53,0,1614
1276,0,256,9,0,1541
1318,3,256,34,2,1608
1316,0,256,0,0,1572
1287,2,256,26,0,1569
1309,4,256,52,0,1617
1295,1,256,9,0,1560
1293,4,256,63,0,1612
1295,2,256,19,0,1570
1306,5,256,62,0,1624
1326,2,256,20,0,1602
1327,1,256,22,0,1605
1321,1,256,10,0,1587
1299,5,256,62,0,1617
1302,3,256,29,1,1587
1309,2,256,29,0,1594
1310,1,256,23,0,1589
1316,1,256,35,0,1607
1306,3,256,33,0,1595
1295,1,256,11,0,1562
1318,4,256,42,0,1616
1304,2,256,29,0,1589
1321,5,256,61,0,1638
1314,0,256,0,0,1570
1303,4,256,38,0,1597
1310,4,256,38,0,1604
1300,3,256,31,0,1587
1298,5,256,59,0,1613
1325,3,256,32,0,1613
1305,0,256,0,0,1561
1326,3,256,40,0,1622
1315,0,256,10,0,1581
1304,1,256,10,0,1570
1285,2,256,29,0,1570
1299,2,256,24,0,1579
1306,5,256,50,0,1612
1295,2,256,20,0,1571
1324,1,256,13,0,1593
1304,3,256,30,0,1590
1323,2,256,30,0,1609
1306,6,256,91,0,1653
1294,4,256,47,0,1597
1320,3,256,53,0,1629
1330,1,256,20,0,1606
1316,0,256,33,0,1605
1308,6,256,46,1,1610
1293,3,256,27,0,1576
1347,1,256,10,0,1613
1315,2,256,32,0,1603
1302,5,256,68,0,1626
1306,8,256,81,0,1643
1321,2,256,21,0,1598
1310,3,256,29,0,1595
1341,3,256,30,0,1627
1323,1,256,9,0,1588
1317,1,256,29,1,1602
1325,2,256,20,0,1601
1319,3,256,31,0,1606
1312,5,256,56,0,1624
1322,3,256,35,0,1613
1325,5,256,66,0,1647
1306,2,256,35,0,1597
1298,1,256,20,0,1574
1323,3,256,62,0,1641
1291,3,256,30,0,1577
1307,1,256,9,0,1572
1301,1,256,11,0,1568
1324,4,256,52,0,1632
1321,3,256,30,0,1607
1313,4,256,38,0,1607
1296,2,256,21,0,1573
1315,2,256,33,1,1604
1306,3,256,31,0,1593
1303,4,256,57,0,1616
1323,5,256,85,1,1664
1304,5,256,61,0,1621
1298,3,256,22,1,1576
1306,2,256,28,0,1590
1302,1,256,21,0,1579
1303,2,256,11,0,1570
1353,2,256,43,0,1652
1331,6,256,65,0,1652
1333,2,256,16,0,1605
1334,5,256,64,1,1654
1315,3,256,32,0,1603
1315,2,256,20,0,1591
1327,4,256,41,0,1624
1305,2,256,35,0,1596
1315,3,256,26,0,1597
1306,4,256,40,0,1602
1312,3,256,31,0,1599
1304,3,256,30,0,1590
1347,3,256,29,0,1632
1323,3,256,32,0,1611
1314,1,256,8,0,1578
1330,1,256,29,0,1615
1349,1,256,10,0,1615
1283,3,256,43,0,1582
1297,7,256,81,0,1634
1299,5,256,52,0,1607
1288,3,256,33,0,1577
1335,2,256,23,0,1614
1312,4,256,41,0,1609
1334,6,256,74,0,1664
1290,2,256,20,0,1566
1293,2,256,30,0,1579
1317,1,256,10,0,1583
1304,3,256,29,0,1589
1310,1,256,22,0,1588
1308,4,256,47,0,1611
1314,2,256,12,1,1582
1316,4,256,42,0,1614
1299,0,256,0,0,1555
1282,1,256,11,0,1549
1311,5,256,51,1,1618
1318,0,256,8,0,1582
1311,3,256,46,0,1613
1312,4,256,34,2,1602
1316,3,256,40,0,1612
1313,0,256,20,0,1589
1328,2,256,19,0,1603
1306,2,256,20,1,1582
1297,1,256,9,0,1562
1312,5,256,59,0,1627
1307,1,256,8,0,1571
1340,5,256,54,0,1650
1307,1,256,20,0,1583
1309,1,256,20,0,1585
1295,2,256,20,1,1571
1344,2,256,22,0,1622
1313,3,256,39,0,1608
1308,4,256,45,0,1609
1365,3,256,61,0,1682
1318,2,256,36,0,1610
1292,2,256,31,0,1579
1298,2,256,20,0,1574
1301,1,256,8,0,1565
1309,6,256,67,1,1632
1360,1,256,11,0,1627
1314,2,256,22,0,1592
1297,0,256,0,0,1553
1303,4,256,57,0,1616
1339,4,256,48,0,1643
1297,1,256,11,0,1564
1325,5,256,47,0,1628
1324,2,256,31,0,1611
1320,3,256,52,0,1628
1297,4,256,48,0,1601
1291,2,256,22,0,1569
1304,4,256,45,0,1605
1314,2,256,32,0,1602
1336,1,256,10,0,1602
1317,2,256,19,0,1592
1307,4,256,41,0,1604
1321,4,256,49,0,1626
1314,7,256,66,1,1636
1294,6,256,64,0,1614
