recovery_query,ori_err_cof,query_with_vote,err_cof
1288,121,14333,0
1306,117,14509,0
1285,109,14487,0
1265,125,14113,0
1276,118,14201,1
1250,117,13981,0
1326,123,14784,0
1286,99,14256,0
1287,105,14443,0
1285,123,14421,0
1278,106,14245,1
1287,118,14289,2
1293,107,14553,0
1296,113,14190,1
1295,107,14377,0
1286,105,14388,1
1306,120,14509,0
1302,117,14333,0
1303,116,14696,0
1268,120,14157,0
1321,140,14674,2
1314,131,14630,0
1267,114,14124,0
1296,137,14421,0
1313,114,14542,0
1290,120,14267,1
1296,111,14509,1
1273,108,14234,0
1292,114,14443,2
1305,117,14652,1
1299,131,14300,1
1333,118,14685,0
1287,119,14377,1
1306,117,14531,2
1287,103,14179,0
1308,126,14608,1
1308,120,14410,1
1306,132,14608,0
1316,117,14597,0
1306,126,14564,0
1317,112,14498,1
1302,129,14454,1
1293,142,14311,1
1282,116,14366,1
1297,123,14223,1
1324,130,14597,1
1287,144,14454,0
1295,123,14399,0
1290,117,14245,1
1288,132,14377,0
1264,126,13937,0
1297,107,14289,0
1315,124,14498,0
1294,117,14432,0
1321,127,14619,1
1273,113,14014,0
1305,115,14344,0
1287,137,14344,0
1289,125,14366,2
1308,128,14641,0
1303,118,14443,1
1286,110,14234,1
1294,121,14256,0
1297,112,14421,1
1282,123,14388,1
1315,110,14465,1
1292,98,14443,0
1304,123,14542,0
1281,114,14454,1
1307,126,14355,1
1296,121,14487,1
1314,128,14674,0
1282,113,14201,0
1290,116,14553,3
1302,111,14454,0
1308,118,14520,2
1296,104,14344,0
1299,110,14520,1
1301,138,14641,0
1293,119,14344,0
1272,122,14124,0
1320,99,14806,0
1292,131,14157,0
1287,105,14410,0
1304,121,14564,0
1310,121,14575,0
1299,117,14487,0
1305,126,14487,1
1278,109,14157,1
1313,126,14520,1
1296,126,14465,1
1311,105,14509,1
1326,112,14773,0
1298,104,14575,2
1301,119,14531,1
1317,124,14344,0
1283,106,14278,1
1314,118,14531,1
1311,125,14619,0
1309,108,14828,0
1331,117,14674,0
1303,118,14564,0
1300,123,14454,1
1320,128,14696,1
1294,130,14564,0
1298,126,14509,0
1287,102,14421,0
1296,125,14421,0
1311,127,14586,0
1292,119,14278,0
1281,119,14289,0
1295,127,14553,0
1293,119,14267,0
1278,120,14388,0
1304,113,14619,1
1275,130,14223,0
1271,120,13948,0
1289,113,14333,0
1291,128,14487,1
1306,134,14454,1
1317,131,14696,1
1316,107,14465,0
1318,114,14663,0
1298,122,14641,0
1276,114,14322,0
1275,115,14344,1
1296,116,14344,0
1304,116,14289,0
1312,122,14443,0
1292,132,14300,0
1310,129,14663,0
1293,144,14630,0
1288,119,14410,0
1303,124,14542,0
1283,123,14267,1
1283,113,14355,0
1298,115,14322,0
1302,106,14553,0
1283,129,14619,0
1277,109,13992,1
1315,119,14520,1
1300,134,14465,0
1308,133,14586,1
1298,123,14564,0
1309,107,14564,0
1312,120,14542,1
1306,115,14443,0
1285,119,14421,1
1297,134,14575,0
1313,125,14564,1
1281,113,14080,1
1293,114,14421,1
1280,94,14223,0
1303,132,14498,0
1258,117,14102,1
1302,118,14531,0
1291,128,14421,1
1333,120,14894,1
1284,115,14498,0
1304,119,14674,0
1263,130,14289,0
1295,102,14322,2
1294,137,14399,0
1306,117,14608,0
1298,104,14487,0
1297,127,14520,0
1293,133,14322,0
1287,114,14421,1
1306,116,14388,0
1289,132,14399,0
1282,105,14223,0
1290,131,14443,0
1295,128,14476,0
1308,123,14608,0
1303,103,14344,0
1261,129,14201,0
1277,135,14355,1
1302,108,14564,0
1274,123,14201,1
1286,135,14212,0
1287,119,14311,0
1311,118,14465,0
1307,115,14553,1
1287,125,14597,0
1280,112,14168,0
1277,119,14366,1
1288,132,14377,0
1295,130,14344,1
1309,135,14399,0
1266,107,14113,0
1295,123,14443,0
1289,118,14322,0
1288,134,14476,0
1306,105,14498,0
1302,121,14575,0
1315,112,14355,0
1271,120,14256,1
1294,109,14355,1
1298,130,14432,1
1304,115,14410,0
1295,125,14454,0
1301,113,14553,1
1298,121,14443,0
1276,126,14223,0
1330,106,14586,1
1279,128,14322,1
1298,124,14575,0
1305,116,14630,0
1294,115,14443,1
1271,114,14388,0
1288,119,14256,1
1289,108,14410,1
1313,109,14652,1
1307,123,14509,0
1326,144,14608,0
1278,127,14366,0
1269,120,14300,0
1267,118,14234,1
1303,115,14509,2
1288,124,14531,1
1287,118,14322,0
1293,132,14355,1
1287,116,14432,2
1320,119,14454,0
1281,121,14388,0
1297,106,14476,0
1300,108,14355,0
1261,119,14168,1
1291,111,14289,3
1287,105,14542,1
1264,114,14113,0
1311,138,14652,0
1325,119,14949,2
1297,125,14465,0
1316,121,14377,0
1288,119,14366,0
1330,125,14619,0
1287,116,14168,0
1300,119,14531,0
1272,128,14124,1
1282,111,14421,1
1279,129,14322,1
1264,114,14333,1
1267,138,14366,0
1297,119,14267,0
1278,106,14311,0
1319,125,14553,0
1290,128,14333,0
1291,136,14256,1
1263,133,14146,0
1295,131,14399,0
1329,136,14960,0
1277,125,14201,0
1314,125,14663,0
1331,128,14707,0
1285,128,14355,0
1309,129,14366,0
1273,102,14223,0
1322,128,14696,2
1311,118,14399,0
1282,104,14278,0
1280,137,14157,1
1300,116,14498,1
1251,131,14146,3
1300,105,14509,0
1291,115,14553,0
1298,107,14564,0
1299,134,14421,0
1271,109,14366,0
1277,122,14245,0
1300,116,14509,0
1302,110,14531,0
1298,122,14454,0
1305,123,14608,0
1273,120,14300,0
1275,119,14157,0
1267,118,14234,0
1284,120,14278,1
1310,111,14520,0
1318,117,14685,1
1276,112,14322,0
1296,121,14410,0
1266,134,14454,0
1299,135,14333,0
1293,112,14476,0
1287,126,14278,1
1261,121,14289,0
1278,121,14410,0
1300,110,14520,0
1259,112,14168,0
1311,128,14509,0
1302,140,14707,0
1297,117,14597,0
1329,126,14553,0
1311,132,14762,1
1275,105,14300,1
1278,123,14344,0
1258,116,14080,1
1292,112,14267,2
1281,128,14366,0
1291,113,14399,0
1309,108,14476,0
1297,117,14421,0
1286,125,14278,0
1302,112,14487,1
1308,131,14509,0
1301,134,14597,0
1308,131,14652,0
1292,114,14212,1
1284,121,14399,1
1297,121,14685,0
1298,125,14597,0
1294,123,14707,1
1275,114,14091,0
1292,123,14377,0
1299,125,14432,0
1294,123,14454,1
1314,114,14663,0
1291,113,14421,1
1312,104,14553,0
1288,114,14465,0
1303,109,14300,0
1301,128,14564,0
1289,117,14377,0
1299,106,14476,0
1284,141,14432,1
1293,124,14344,0
1298,109,14355,0
1311,128,14377,1
1278,110,14201,0
1313,122,14476,1
1318,123,14597,0
1278,127,14190,0
1268,104,14135,1
1268,120,14311,1
1308,119,14399,0
1285,123,14322,0
1281,128,14333,2
1290,118,14234,1
1300,135,14322,1
1275,138,14410,0
1300,119,14333,0
1261,124,14036,2
1283,113,14377,0
1278,119,14223,0
1294,115,14487,1
1282,121,13981,3
1299,97,14520,0
1275,123,14366,3
1285,113,14410,0
1287,127,14289,0
1292,123,14652,0
1311,136,14498,0
1307,132,14663,0
1278,132,14146,1
1303,145,14311,1
1297,144,14476,1
1312,127,14564,0
1292,130,14399,0
1316,123,14630,0
1303,109,14531,1
1276,120,14344,1
1295,120,14531,1
1305,114,14311,1
1286,128,14366,0
1332,133,14663,0
1308,123,14410,1
1314,126,14806,0
1269,116,14102,0
1296,133,14410,0
1295,144,14465,1
1299,119,14388,0
1295,105,14311,0
1306,102,14454,1
1295,135,14663,0
1293,104,14410,0
1305,131,14399,0
1299,99,14366,0
1284,138,14432,1
1273,119,14344,0
1288,112,14267,0
1289,135,14256,1
1268,109,14421,1
1315,125,14630,1
1296,116,14377,0
1298,123,14509,0
1289,118,14234,0
1288,119,14267,0
1310,131,14553,0
1306,113,14476,0
1288,120,14432,0
1288,114,14432,0
1277,116,14245,1
1285,131,14454,0
1290,124,14630,0
1289,114,14377,0
1286,115,14344,1
1266,118,14289,0
1284,124,14553,0
1307,140,14487,0
1289,117,14223,0
1288,113,14322,0
1283,133,14542,1
1281,135,14201,1
1308,93,14531,0
1296,112,14586,3
1296,110,14355,1
1299,135,14421,0
1309,126,14421,0
1308,126,14641,0
1308,115,14575,0
1284,116,14135,0
1307,106,14509,0
1287,120,14509,0
1292,117,14388,1
1282,134,14344,1
1309,124,14531,1
1300,101,14421,0
1303,125,14476,1
1284,124,14531,2
1302,112,14531,2
1289,105,14421,2
1290,114,14377,1
1292,137,14454,0
1310,130,14575,1
1291,124,14278,1
1279,134,14366,0
1298,119,14377,0
1301,106,14443,0
1291,118,14377,1
1265,116,14454,0
1273,108,14080,1
1331,132,14729,0
1287,129,14157,0
1291,117,14619,1
1305,120,14696,0
1294,103,14531,0
1277,99,14223,0
1290,127,14102,0
1294,126,14652,0
1301,123,14520,0
1272,136,14498,1
1271,111,14355,0
1279,128,14278,0
1298,130,14366,0
1294,113,14322,0
1328,123,14740,0
1304,125,14399,0
1284,136,14465,0
1285,126,14300,1
1295,116,14388,0
1274,111,14322,0
1296,113,14278,0
1278,129,14311,0
1305,112,14652,0
1302,137,14399,2
1310,125,14575,1
1281,121,14146,0
1301,125,14487,2
1311,111,14630,0
1269,120,14366,0
1315,122,14619,0
1305,119,14443,0
1313,137,14630,0
1286,127,14267,0
1317,112,14564,0
1304,118,14399,1
1304,127,14432,1
1309,109,14465,0
1289,123,14399,0
1306,122,14432,0
1279,104,14377,0
1285,108,14311,0
1293,118,14179,0
1308,129,14509,0
1314,106,14619,0
1286,105,14322,0
1285,119,14256,0
1305,122,14542,0
1291,114,14344,0
1289,132,14135,0
1333,118,14784,0
1292,132,14476,2
1281,118,14355,0
1327,125,14795,0
1264,100,14190,3
1291,133,14377,0
1288,146,14201,0
1279,111,14278,0
1260,141,14421,1
1320,108,14597,0
1317,119,14729,0
1291,144,14355,0
1278,119,14509,1
1293,130,14443,0
1281,122,14674,0
1282,113,14421,0
1278,121,14190,0
1299,121,14443,0
1305,115,14410,0
1271,117,14190,2
1308,108,14443,0
1308,123,14575,1
1295,122,14256,0
1293,132,14498,1
1258,115,14091,0
1334,101,14883,0
1301,117,14421,0
1287,113,14498,0
1308,120,14487,1
1291,109,14432,0
1282,113,14465,0
1324,125,14729,1
1272,138,14179,1
1274,117,14212,0
1296,117,14256,0
1305,115,14608,0
1285,132,14410,0
1296,130,14344,0
1294,115,14289,0
1288,129,14278,0
1305,119,14476,1
1289,121,14564,0
1289,108,14289,0
1293,119,14454,1
1312,114,14597,0
1280,142,14443,0
1302,114,14344,0
1288,136,14410,0
1302,122,14388,0
1296,125,14388,0
1300,122,14388,0
1309,128,14608,1
1296,138,14498,0
1295,113,14311,0
1288,128,14432,0
1295,137,14432,0
1305,116,14388,0
1306,111,14696,1
1308,124,14366,1
1258,121,14157,0
1297,126,14487,2
1296,129,14278,1
1282,122,14212,3
1307,110,14553,0
1308,127,14377,0
1303,138,14465,0
1295,119,14465,1
1288,127,14652,0
1269,108,13904,0
1301,118,14520,0
1303,117,14476,0
1294,116,14135,1
1275,100,14377,0
1312,104,14300,0
1298,117,14619,1
1333,122,14784,0
1272,105,14113,1
1294,111,14366,0
1273,100,14036,0
1278,130,14509,0
1282,116,14476,0
1291,116,14157,1
1298,119,14377,2
1288,127,14234,0
1261,123,14245,0
1289,111,14234,0
1286,134,14377,1
1302,129,14597,0
1309,123,14597,1
1298,118,14520,0
1271,119,14311,1
1290,118,14311,0
1305,120,14388,0
1294,123,14399,1
1291,113,14465,1
1291,117,14377,0
1278,120,14245,1
1304,109,14476,1
1295,111,14344,0
1297,117,14553,0
1285,120,14443,2
1281,129,14322,0
1306,108,14410,0
1298,119,14322,0
1284,110,14278,0
1319,137,14608,0
1287,104,14366,1
1291,128,14564,2
1277,116,14465,1
1301,121,14355,1
1277,101,14157,0
1291,105,14278,1
1279,117,14355,0
1269,113,14245,0
1312,116,14564,0
1292,111,14355,0
1296,108,14553,0
1295,110,14399,0
1288,115,14234,0
1305,133,14553,1
1313,116,14641,0
1298,118,14476,1
1304,130,14366,0
1279,117,14245,1
1324,126,14806,2
1293,120,14476,0
1288,107,14289,1
1285,127,14377,0
1302,118,14531,1
1295,112,14421,0
1313,115,14762,2
1318,106,14553,0
1296,120,14498,1
1298,128,14575,0
1316,121,14509,0
1277,119,14454,1
1295,120,14586,1
1309,116,14630,0
1278,123,14366,0
1276,121,14267,1
1323,108,14553,0
1280,102,14190,0
1302,119,14366,1
1297,124,14333,1
1301,116,14542,1
1300,114,14520,0
1287,114,14443,0
1277,117,14234,1
1316,111,14487,0
1297,126,14366,0
1285,112,14333,0
1315,112,14542,1
1297,119,14344,1
1290,119,14278,2
1295,118,14388,1
1291,123,14344,1
1282,109,14333,0
1328,122,14894,0
1322,124,14652,0
1328,100,14641,0
1313,114,14685,0
1299,112,14465,1
1303,115,14476,0
1315,138,14641,0
1297,127,14377,0
1306,112,14443,1
1300,117,14377,0
1290,115,14421,1
1279,123,14333,1
1324,128,14806,0
1323,132,14586,0
1314,121,14454,1
1325,126,14641,0
1327,134,14828,0
1269,120,14113,0
1276,129,14267,0
1293,108,14322,0
1281,121,14190,0
1316,130,14696,0
1294,118,14454,0
1299,124,14685,0
1268,123,14179,0
1295,121,14212,0
1303,119,14487,1
1294,133,14355,0
1289,114,14399,0
1281,130,14421,0
1286,120,14476,0
1316,115,14487,0
1281,111,14289,0
1269,122,14102,0
1299,127,14443,1
1316,111,14487,1
1293,104,14421,0
1290,118,14476,1
1287,137,14465,1
1286,122,14432,1
1310,142,14586,0
1280,124,14377,0
1303,113,14267,0
1298,131,14454,0
1281,134,14366,0
1287,115,14751,0
1295,133,14388,0
1289,104,14410,0
1276,105,14245,0
1309,131,14784,0
1292,118,14443,1
1281,110,14388,1
1322,124,14982,2
1292,125,14498,0
1294,126,14234,0
1273,130,14300,0
1279,111,14289,1
1282,120,14399,0
1341,116,14971,0
1304,125,14465,0
1290,139,14267,0
1287,110,14311,0
1329,133,14718,0
1282,114,14267,0
1301,126,14575,0
1295,122,14542,0
1303,126,14531,0
1298,136,14256,2
1286,114,14234,0
1268,106,14355,3
1281,114,14454,0
1308,121,14718,1
1301,132,14465,1
1286,107,14366,0
1306,104,14531,0
1310,121,14553,0
1280,113,14223,0
1300,121,14399,0
1306,107,14267,0
1278,136,14366,1
1294,118,14564,2
1306,124,14454,0
1305,116,14421,0
1275,120,14135,1
1299,108,14410,0
1280,121,14245,0
1301,109,14388,1
1308,122,14663,1
1286,133,14531,0
1327,113,14751,0
1301,117,14619,1
1279,136,14256,1
1298,108,14388,1
1261,133,14201,1
1306,133,14465,2
1287,115,14311,0
1297,149,14608,0
1288,124,14300,0
1292,105,14377,0
1297,122,14322,0
1321,117,14619,0
1284,112,14311,0
1295,120,14597,1
1287,131,14333,0
1313,128,14377,0
1287,125,14278,0
1276,136,14157,0
1300,106,14608,1
1299,120,14432,3
1276,133,14267,0
1307,122,14674,0
1292,97,14245,0
1298,125,14333,1
1294,123,14465,0
1295,113,14399,0
1297,92,14366,1
1309,145,14707,0
1256,108,14025,2
1265,121,14003,0
1289,107,14135,1
1292,114,14399,0
1280,126,14267,0
1294,126,14553,1
1303,122,14322,0
1286,120,14300,1
1274,119,14190,0
1310,118,14553,2
1312,117,14696,0
1302,107,14311,0
1306,114,14432,0
1298,122,14421,0
1290,130,14388,0
1312,121,14707,1
1284,123,14300,0
1289,135,14476,0
1303,114,14696,1
1286,129,14300,0
1315,130,14773,0
1285,125,14454,1
1312,116,14619,0
1285,120,14476,0
1290,125,14344,0
1265,117,14157,0
1290,127,14421,1
1288,113,14443,0
1290,118,14289,0
1292,124,14454,0
1321,121,14608,0
1295,118,14586,0
1300,115,14267,0
1260,90,14102,1
1285,118,14388,2
1297,133,14289,0
1298,132,14685,0
1269,115,14300,1
1313,125,14564,1
1304,105,14443,0
1288,135,14333,0
1301,118,14773,0
1321,124,14674,1
1292,112,14454,0
1278,109,14355,1
1290,122,14355,0
1302,115,14498,0
1301,118,14476,0
1311,115,14498,1
1303,126,14487,2
1286,114,14135,0
1303,114,14443,1
1281,111,14355,2
1281,114,14421,0
1301,129,14564,0
1295,109,14344,0
1307,118,14421,0
1304,112,14399,0
1298,105,14399,1
1280,109,14256,0
1271,132,14212,1
1297,128,14509,1
1308,115,14476,0
1277,117,14278,0
1319,121,14685,0
1301,128,14652,0
1312,135,14663,0
1293,110,14278,1
1315,123,14421,0
1291,122,14454,0
1317,104,14520,0
1308,121,14311,0
1272,124,14267,0
1298,112,14476,2
1295,112,14421,1
1296,137,14388,0
1296,136,14377,0
1268,124,14289,2
1321,130,14586,0
1306,123,14531,1
1316,130,14663,0
1291,123,14498,0
1284,111,14344,1
1297,121,14608,0
1285,108,14377,0
1283,111,14421,1
1302,125,14432,0
1287,124,14465,0
1300,126,14487,0
1290,106,14223,1
1302,136,14575,1
1297,98,14366,1
1309,134,14410,0
1303,134,14817,0
1277,123,14300,1
1327,112,14795,1
1295,133,14487,0
1294,117,14432,0
1301,116,14663,0
1262,131,14091,0
1282,117,14179,1
1293,105,14366,0
1297,137,14443,0
1273,123,14058,0
1308,108,14465,0
1288,126,14322,0
1311,113,14377,0
1271,133,14366,0
1284,128,14454,0
1303,118,14399,0
1267,117,14124,0
1301,116,14278,2
1285,131,14476,1
1278,122,14355,1
1321,110,14443,1
1330,134,14707,0
1301,115,14377,0
1284,118,14388,0
1298,101,14465,0
1292,122,14487,1
1280,127,14179,0
1322,125,14773,1
1326,107,14773,0
1292,124,14531,0
1306,116,14344,1
1304,112,14520,0
1282,120,14333,0
1293,119,14465,0
1330,122,14707,0
1298,121,14509,0
1308,128,14432,0
1290,111,14564,0
1321,148,14663,0
1294,100,14322,0
1288,133,14421,1
1308,117,14718,1
1288,115,14322,2
1293,120,14289,0
1298,121,14619,1
1322,119,14685,0
1301,131,14641,0
1289,115,14553,1
1304,128,14608,0
1305,117,14487,0
1262,141,14157,0
1263,98,14003,0
1309,119,14476,0
1296,122,14465,0
1287,133,14619,0
1285,108,14234,0
1305,128,14509,1
1296,119,14333,0
1313,118,14740,2
1301,116,14465,0
1322,120,14630,0
1273,129,14003,1
1284,145,14234,0
1296,118,14322,2
1292,126,14520,0
1305,110,14322,0
1297,114,14377,0
1283,114,14410,0
1298,124,14300,0
1295,111,14388,1
1318,112,14542,0
1304,129,14630,0
1318,127,14553,0
1301,118,14476,1
1270,114,14190,0
1276,123,14355,0
1320,114,14520,0
1273,104,14102,0
1273,104,14190,0
1315,115,14234,0
1270,115,14179,1
1340,123,14608,3
1281,114,14311,0
1312,111,14531,0
1310,122,14718,0
1297,120,14410,0
1290,120,14399,1
1308,133,14487,0
1280,124,14289,1
1286,123,14476,0
1296,121,14454,1
1318,117,14707,1
1294,121,14454,1
1308,129,14608,0
1289,121,14135,0
1292,129,14333,0
1320,114,14487,2
1276,140,14344,0
1269,121,14179,0
1304,109,14652,0
1277,133,14157,0
1309,113,14465,1
1272,116,14190,0
1299,126,14520,0
1309,108,14718,0
1270,131,14256,0
1262,113,14234,0
1286,129,14256,0
1289,119,14443,0
1304,128,14487,0
1292,140,14201,0
1290,129,14421,0
1300,108,14421,0
1289,125,14201,0
1314,124,14520,0
1295,128,14520,0
1310,116,14487,1
1279,124,14476,2
1305,109,14575,1
1288,105,14608,0
1322,98,14817,0
1305,131,14520,0
1303,108,14498,0
1294,120,14432,1
1281,134,14223,0
1290,121,14344,0
1298,114,14234,1
1306,112,14674,1
1273,123,14157,0
1268,128,14168,0
1314,125,14586,0
1296,122,14289,0
1312,113,14586,1
1294,118,14520,0
1284,126,14377,0
1282,104,14410,0
1279,119,14267,1
1288,117,14476,0
1307,123,14432,0
1295,125,14476,0
1282,119,14509,1
1294,115,14234,0
1318,145,14850,0
1274,119,14399,0
1292,120,14509,0
1287,125,14377,1
1277,118,14080,0
1278,115,14311,1
1327,114,14630,0
1296,124,14564,0
1300,120,14487,0
1301,117,14531,0
1283,134,14509,0
1273,126,14355,0
1302,125,14432,0
1297,114,14355,0
1314,120,14696,1
1276,134,14454,1
1295,108,14674,1
1330,129,14718,0
1305,124,14377,0
1280,133,14157,0
1312,107,14718,1
1300,122,14399,0
1301,126,14487,0
1274,120,14190,0
1282,123,14300,0
1305,127,14641,0
1272,115,14124,0
1292,123,14333,0
1294,119,14586,0
1302,115,14652,1
1321,116,14641,0
1290,130,14366,0
1276,117,14322,0
1297,126,14663,0
1299,116,14465,0
1300,122,14586,0
1293,129,14410,2
1271,116,14278,1
1305,119,14597,1
1309,125,14487,0
1304,105,14575,0
1285,126,14267,1
1292,126,14432,0
1304,124,14498,0
1304,124,14476,0
1308,122,14608,0
1274,124,14278,1
1288,125,14443,1
1294,120,14531,0
1300,106,14366,0
1289,107,14322,0
1300,139,14597,1
1316,129,14608,0
1316,115,14641,0
1299,114,14267,1
1307,148,14707,0
1286,121,14278,0
1318,126,14641,0
1325,109,14575,0
1319,91,14630,1
1310,120,14652,0
1290,135,14344,1
1312,150,14630,0
1300,120,14520,0
1321,145,14894,1
1293,109,14377,0
1293,119,14564,0
1280,129,14245,0
1302,131,14476,0
1303,103,14487,0
1291,110,14586,0
1300,109,14311,2
1308,121,14520,0
1263,123,14036,0
1305,121,14564,1
1282,115,14223,0
1316,137,14608,0
1322,115,14652,2
1278,120,14410,0
1306,105,14619,1
1299,117,14465,0
1290,107,14300,0
1290,125,14421,0
1291,113,14454,0
1289,120,14410,1
1302,139,14586,0
1292,123,14223,0
1321,139,14586,0
1317,113,14542,1
1289,117,14289,0
1323,110,14608,1
1256,115,14036,1
1269,110,14300,0
1285,104,14113,0
1304,111,14597,1
1315,122,14542,0
1276,118,14135,0
1303,100,14531,0
1294,111,14245,2
1284,125,14157,1
1302,130,14476,0
1293,119,14476,0
1285,116,14267,0
1308,118,14278,0
1312,118,14410,0
1281,105,14267,0
1282,122,14454,0
1274,116,14212,0
1308,126,14553,0
1283,130,14366,2
1280,136,14135,0
1318,122,14575,0
1319,122,14762,0
1328,105,14531,0
1276,106,14355,1
1289,113,14498,0
1319,125,14630,0
1293,128,14432,0
1301,107,14432,0
1305,144,14531,0
1303,126,14333,0
1328,119,14652,0
1307,113,14531,0
