recovery_query,ori_err_cof,check_query,recollect_query,err_cof,total_query
1281,13,256,414,1,1951
1316,14,256,453,1,2025
1308,17,256,504,1,2068
1312,7,256,300,0,1868
1310,14,256,399,1,1965
1298,14,256,441,1,1995
1286,16,256,519,0,2061
1302,9,256,327,0,1885
1301,7,256,306,0,1863
1283,12,256,414,1,1953
1311,6,256,312,0,1879
1308,11,256,339,0,1903
1320,11,256,465,1,2041
1319,16,256,531,0,2106
1297,15,256,507,0,2060
1292,11,256,432,0,1980
1291,18,256,585,0,2132
1320,7,256,282,0,1858
1328,8,256,240,1,1824
1299,20,256,669,0,2224
1321,11,256,372,0,1949
1304,11,256,399,0,1959
1313,13,256,519,0,2088
1274,17,256,543,0,2073
1317,13,256,393,1,1966
1328,11,256,354,0,1938
1290,12,256,486,0,2032
1303,12,256,387,1,1946
1299,14,256,492,0,2047
1317,14,256,477,2,2050
1300,17,256,528,1,2084
1309,11,256,447,1,2012
1311,19,256,639,0,2206
1329,11,256,438,0,2023
1293,10,256,444,0,1993
1300,16,256,552,0,2108
1290,14,256,495,2,2041
1358,11,256,381,0,1995
1311,10,256,360,0,1927
1289,12,256,531,1,2076
1328,18,256,615,0,2199
1305,14,256,618,0,2179
1303,14,256,501,0,2060
1355,8,256,309,1,1920
1331,16,256,534,0,2121
1314,12,256,492,0,2062
1325,12,256,375,0,1956
1337,12,256,492,0,2085
1294,10,256,402,1,1952
1301,12,256,390,0,1947
1274,9,256,351,0,1881
1267,13,256,501,0,2024
1318,18,256,669,0,2243
1305,10,256,363,1,1924
1314,13,256,441,1,2011
1296,10,256,309,0,1861
1314,12,256,375,1,1945
1332,9,256,318,0,1906
1298,10,256,426,0,1980
1302,16,256,522,2,2080
1310,16,256,543,1,2109
1299,21,256,753,0,2308
1323,12,256,396,1,1975
1293,12,256,486,2,2035
1306,17,256,600,0,2162
1325,15,256,549,0,2130
1307,16,256,516,1,2079
1311,8,256,294,0,1861
1305,10,256,267,2,1828
1325,18,256,561,1,2142
1280,11,256,288,1,1824
1320,18,256,651,0,2227
1313,9,256,270,1,1839
1301,15,256,576,1,2133
1320,14,256,504,1,2080
1303,14,256,543,0,2102
1317,4,256,129,1,1702
1317,14,256,489,0,2062
1302,11,256,366,0,1924
1315,8,256,315,0,1886
1316,17,256,504,0,2076
1295,13,256,360,1,1911
1314,20,256,741,1,2311
1321,10,256,339,0,1916
1267,14,256,435,1,1958
1307,14,256,471,0,2034
1296,13,256,408,0,1960
1322,13,256,429,1,2007
1294,5,256,192,0,1742
1317,16,256,426,0,1999
1291,11,256,378,0,1925
1311,12,256,408,1,1975
1303,4,256,150,0,1709
1296,14,256,465,0,2017
1285,7,256,219,0,1760
1310,21,256,666,0,2232
1330,11,256,378,0,1964
1325,13,256,507,0,2088
1311,10,256,378,0,1945
1298,14,256,444,0,1998
1298,17,256,531,1,2085
1321,13,256,396,0,1973
1329,13,256,501,1,2086
1302,11,256,423,0,1981
1296,14,256,519,0,2071
1283,13,256,366,0,1905
1307,15,256,528,3,2091
1295,12,256,417,2,1968
1344,15,256,546,0,2146
1312,16,256,507,0,2075
1311,13,256,495,0,2062
1313,11,256,378,0,1947
1318,15,256,579,0,2153
1325,11,256,333,1,1914
1324,7,256,231,0,1811
1304,17,256,561,0,2121
1291,15,256,513,0,2060
1311,12,256,417,0,1984
1314,12,256,438,0,2008
1292,13,256,483,0,2031
1302,12,256,447,0,2005
1301,12,256,378,0,1935
1308,13,256,381,1,1945
1304,16,256,582,1,2142
1315,9,256,318,0,1889
1309,9,256,279,0,1844
1324,16,256,522,1,2102
1318,10,256,342,0,1916
1304,12,256,372,1,1932
1293,12,256,489,0,2038
1323,7,256,372,0,1951
1325,14,256,462,1,2043
1308,13,256,489,0,2053
1318,17,256,540,0,2114
1304,11,256,411,1,1971
1306,14,256,474,1,2036
1298,9,256,360,0,1914
1300,10,256,348,0,1904
1303,6,256,219,0,1778
1303,10,256,492,0,2051
1297,15,256,435,3,1988
1301,17,256,426,2,1983
1304,14,256,558,0,2118
1328,14,256,507,0,2091
1311,16,256,597,1,2164
1283,16,256,567,1,2106
1343,9,256,291,0,1890
1295,8,256,261,0,1812
1299,13,256,450,1,2005
1312,21,256,804,0,2372
1292,12,256,471,0,2019
1320,16,256,492,1,2068
1323,12,256,450,0,2029
1321,20,256,693,0,2270
1290,15,256,438,1,1984
1312,12,256,321,1,1889
1323,10,256,336,0,1915
1281,18,256,570,0,2107
1319,13,256,423,0,1998
1276,9,256,354,0,1886
1329,14,256,537,0,2122
1285,24,256,702,0,2243
1323,9,256,315,0,1894
1309,13,256,501,0,2066
1328,12,256,441,1,2025
1311,18,256,594,0,2161
1309,14,256,348,3,1913
1319,10,256,486,0,2061
1322,11,256,462,0,2040
1338,9,256,417,0,2011
1321,10,256,345,0,1922
1287,17,256,438,0,1981
1311,11,256,348,0,1915
1306,14,256,471,0,2033
1299,16,256,459,2,2014
1315,19,256,528,0,2099
1308,15,256,510,1,2074
1315,15,256,477,0,2048
1300,15,256,537,0,2093
1319,11,256,363,0,1938
1285,12,256,429,0,1970
1323,11,256,474,1,2053
1308,15,256,456,1,2020
1306,12,256,432,0,1994
1281,12,256,342,1,1879
1311,20,256,735,0,2302
1319,14,256,489,0,2064
1318,18,256,633,1,2207
1282,15,256,429,0,1967
1305,15,256,501,1,2062
1313,15,256,465,0,2034
1315,8,256,327,0,1898
1277,5,256,237,0,1770
1291,13,256,465,0,2012
1272,12,256,378,0,1906
1337,11,256,435,0,2028
1294,12,256,447,1,1997
1308,9,256,330,0,1894
1309,12,256,459,0,2024
1294,9,256,312,0,1862
1300,18,256,654,0,2210
1326,9,256,321,0,1903
1294,10,256,381,0,1931
1307,9,256,294,0,1857
1305,13,256,417,0,1978
1317,8,256,291,0,1864
1308,12,256,378,0,1942
1332,14,256,651,0,2239
1286,7,256,258,1,1800
1339,11,256,354,0,1949
1328,12,256,465,0,2049
1280,15,256,450,1,1986
1308,11,256,465,0,2029
1321,9,256,321,0,1898
1291,11,256,303,0,1850
1317,22,256,801,0,2374
1298,10,256,399,1,1953
1309,10,256,309,0,1874
1326,11,256,465,0,2047
1297,13,256,504,2,2057
1334,12,256,516,0,2106
1299,7,256,237,1,1792
1320,11,256,438,0,2014
1285,14,256,489,0,2030
1327,20,256,618,1,2201
1305,11,256,444,0,2005
1323,15,256,447,0,2026
1325,12,256,426,0,2007
1321,11,256,408,0,1985
1310,11,256,354,0,1920
1306,16,256,504,1,2066
1294,19,256,588,1,2138
1308,9,256,279,1,1843
1292,16,256,573,0,2121
1324,15,256,528,0,2108
1307,16,256,564,0,2127
1307,19,256,576,0,2139
1293,18,256,501,0,2050
1304,10,256,336,1,1896
1270,21,256,573,0,2099
1297,8,256,306,0,1859
1313,10,256,345,0,1914
1311,10,256,345,1,1912
1322,13,256,495,0,2073
1275,18,256,597,1,2128
1305,16,256,462,0,2023
1297,15,256,477,1,2030
1303,9,256,354,0,1913
1327,17,256,483,1,2066
1313,12,256,360,3,1929
1292,11,256,378,0,1926
1294,6,256,243,0,1793
1313,12,256,498,0,2067
1305,17,256,519,0,2080
1320,9,256,303,0,1879
1312,10,256,339,0,1907
1321,11,256,408,0,1985
1313,15,256,468,1,2037
1309,8,256,309,0,1874
1315,18,256,666,1,2237
1331,13,256,423,0,2010
1292,13,256,447,0,1995
1322,10,256,348,1,1926
1315,7,256,276,0,1847
1311,15,256,537,1,2104
1304,10,256,228,3,1788
1321,12,256,396,1,1973
1322,19,256,714,0,2292
1304,8,256,303,0,1863
1272,20,256,576,1,2104
1345,12,256,378,0,1979
1288,14,256,423,0,1967
1309,10,256,390,0,1955
1318,18,256,606,0,2180
1323,18,256,630,1,2209
1317,12,256,387,1,1960
1312,13,256,420,0,1988
1285,9,256,438,0,1979
1318,11,256,426,1,2000
1307,15,256,567,0,2130
1314,10,256,375,0,1945
1343,12,256,387,0,1986
1323,12,256,381,0,1960
1326,13,256,465,0,2047
1302,12,256,405,0,1963
1297,12,256,456,0,2009
1327,16,256,456,0,2039
1329,11,256,402,0,1987
1352,13,256,486,0,2094
1332,18,256,630,1,2218
1329,10,256,411,0,1996
1314,9,256,345,0,1915
1333,14,256,522,0,2111
1324,14,256,534,0,2114
1318,22,256,615,2,2189
1311,10,256,321,0,1888
1309,14,256,585,0,2150
1322,12,256,387,0,1965
1296,8,256,321,1,1873
1300,8,256,399,0,1955
1320,14,256,516,0,2092
1295,14,256,522,0,2073
1304,16,256,612,0,2172
1329,21,256,654,2,2239
1294,15,256,432,1,1982
1270,13,256,492,0,2018
1299,18,256,531,1,2086
1318,13,256,483,1,2057
1312,13,256,459,0,2027
1330,17,256,570,0,2156
1314,10,256,336,1,1906
1328,16,256,525,0,2109
1330,9,256,333,0,1919
1300,9,256,333,0,1889
1299,7,256,243,1,1798
1303,8,256,345,0,1904
1298,10,256,369,0,1923
1316,16,256,501,0,2073
1298,16,256,561,0,2115
1315,18,256,570,0,2141
1318,21,256,750,0,2324
1304,11,256,333,1,1893
1317,12,256,504,0,2077
1300,13,256,489,0,2045
1299,15,256,492,1,2047
1308,15,256,576,0,2140
1317,15,256,459,0,2032
1320,17,256,522,1,2098
1271,12,256,354,1,1881
1312,15,256,507,3,2075
1315,19,256,627,0,2198
1319,13,256,582,0,2157
1327,14,256,507,1,2090
1323,9,256,297,0,1876
1317,17,256,555,0,2128
1310,9,256,243,0,1809
1310,10,256,324,0,1890
1322,13,256,414,2,1992
1321,19,256,579,0,2156
1280,13,256,456,0,1992
1307,11,256,384,0,1947
1291,16,256,522,2,2069
1310,13,256,405,1,1971
1279,12,256,471,0,2006
1321,8,256,399,0,1976
1307,12,256,435,0,1998
1352,13,256,558,0,2166
1314,12,256,519,0,2089
1336,10,256,399,0,1991
1301,14,256,456,0,2013
1298,12,256,483,0,2037
1308,14,256,495,0,2059
1327,12,256,477,0,2060
1311,13,256,504,0,2071
1318,11,256,336,0,1910
1293,12,256,390,1,1939
1314,16,256,492,1,2062
1304,11,256,372,0,1932
1304,13,256,489,0,2049
1293,12,256,465,0,2014
1313,14,256,516,0,2085
1314,17,256,594,0,2164
1322,16,256,606,1,2184
1305,10,256,360,0,1921
1294,11,256,363,0,1913
1302,13,256,441,0,1999
1324,12,256,474,0,2054
1293,17,256,534,1,2083
1291,12,256,345,0,1892
1301,11,256,342,1,1899
1308,12,256,375,0,1939
1320,7,256,312,1,1888
1323,18,256,654,0,2233
1287,10,256,276,1,1819
1300,14,256,474,0,2030
1305,9,256,279,1,1840
1302,12,256,369,0,1927
1308,11,256,408,0,1972
1284,9,256,315,0,1855
1308,18,256,480,2,2044
1296,13,256,510,0,2062
1315,17,256,552,0,2123
1319,8,256,318,0,1893
1326,8,256,309,0,1891
1298,18,256,606,0,2160
1297,13,256,597,1,2150
1302,12,256,396,0,1954
1308,16,256,477,1,2041
1311,14,256,423,1,1990
1310,14,256,564,0,2130
1319,16,256,495,0,2070
1312,11,256,408,1,1976
1289,13,256,468,0,2013
1327,11,256,363,0,1946
1305,11,256,450,0,2011
1324,9,256,432,0,2012
1326,10,256,249,1,1831
1316,14,256,420,0,1992
1306,7,256,258,0,1820
1296,7,256,276,0,1828
1310,7,256,237,0,1803
1338,14,256,522,0,2116
1314,15,256,468,0,2038
1320,16,256,624,0,2200
1300,14,256,429,0,1985
1297,10,256,342,0,1895
1294,10,256,339,0,1889
1317,12,256,465,0,2038
1321,9,256,330,0,1907
1290,17,256,528,0,2074
1303,14,256,552,0,2111
1306,12,256,333,2,1895
1307,13,256,534,0,2097
1307,10,256,342,0,1905
1314,8,256,342,0,1912
1301,7,256,312,0,1869
1283,6,256,231,0,1770
1293,12,256,345,1,1894
1323,9,256,303,0,1882
1280,11,256,384,0,1920
1328,15,256,417,2,2001
1354,14,256,462,1,2072
1306,18,256,630,1,2192
1305,15,256,558,0,2119
1307,15,256,447,0,2010
1324,11,256,414,0,1994
1292,7,256,291,0,1839
1324,16,256,492,1,2072
1284,9,256,408,0,1948
1301,14,256,456,1,2013
1300,13,256,594,0,2150
1301,10,256,432,0,1989
1301,13,256,444,0,2001
1298,17,256,552,0,2106
1301,8,256,357,0,1914
1322,8,256,270,0,1848
1305,8,256,237,1,1798
1297,17,256,588,0,2141
1278,16,256,609,2,2143
1308,11,256,360,0,1924
1360,12,256,492,0,2108
1283,7,256,273,0,1812
1331,9,256,345,0,1932
1335,14,256,531,0,2122
1305,17,256,510,0,2071
1307,9,256,306,0,1869
1294,10,256,399,0,1949
1330,19,256,699,0,2285
1308,9,256,237,2,1801
1296,11,256,339,2,1891
1292,12,256,450,0,1998
1320,16,256,660,1,2236
1277,14,256,447,0,1980
1325,19,256,579,3,2160
1321,14,256,420,1,1997
1323,11,256,345,0,1924
1311,14,256,495,2,2062
1303,13,256,438,1,1997
1297,9,256,378,0,1931
1319,12,256,348,1,1923
1317,13,256,588,0,2161
1307,12,256,465,0,2028
1324,11,256,369,0,1949
1300,12,256,429,0,1985
1286,7,256,243,0,1785
1292,14,256,426,0,1974
1302,8,256,276,0,1834
1318,14,256,528,0,2102
1336,10,256,423,1,2015
1296,9,256,282,0,1834
1309,12,256,429,0,1994
1314,16,256,585,1,2155
1299,18,256,501,1,2056
1317,19,256,576,2,2149
1299,10,256,429,0,1984
1295,15,256,573,0,2124
1309,13,256,378,0,1943
1321,14,256,627,0,2204
1284,14,256,450,1,1990
1320,15,256,495,0,2071
1336,13,256,456,1,2048
1329,6,256,168,1,1753
1322,13,256,405,0,1983
1337,9,256,336,0,1929
1304,11,256,372,0,1932
1296,14,256,501,0,2053
1284,14,256,480,0,2020
1296,15,256,570,0,2122
1304,16,256,576,0,2136
1310,17,256,501,0,2067
1315,13,256,513,0,2084
1302,13,256,423,0,1981
1295,19,256,567,1,2118
1317,9,256,297,0,1870
1321,15,256,540,0,2117
1331,15,256,408,1,1995
1327,8,256,411,0,1994
1293,16,256,492,0,2041
1304,14,256,447,0,2007
1336,14,256,486,2,2078
1324,16,256,483,1,2063
1332,13,256,375,0,1963
1282,11,256,327,1,1865
1307,17,256,483,1,2046
1307,15,256,504,0,2067
1320,12,256,531,0,2107
1329,8,256,288,0,1873
1311,13,256,492,0,2059
1315,13,256,486,0,2057
1317,6,256,219,0,1792
1302,11,256,375,1,1933
1319,7,256,330,0,1905
1302,14,256,474,2,2032
1319,17,256,609,0,2184
1319,17,256,558,0,2133
1298,16,256,651,0,2205
1304,15,256,387,2,1947
1307,12,256,384,0,1947
1292,13,256,462,0,2010
1312,14,256,462,0,2030
1323,19,256,633,0,2212
1287,16,256,591,0,2134
1289,9,256,327,0,1872
1299,14,256,411,0,1966
1308,17,256,582,1,2146
1298,17,256,597,0,2151
1305,16,256,573,0,2134
1290,14,256,528,0,2074
1295,14,256,585,0,2136
1311,15,256,429,0,1996
1302,15,256,501,0,2059
1278,12,256,420,0,1954
1308,10,256,423,0,1987
1296,19,256,651,1,2203
1312,8,256,312,1,1880
1274,12,256,360,0,1890
1316,4,256,156,0,1728
1305,9,256,297,1,1858
1303,15,256,498,0,2057
1298,20,256,702,1,2256
1331,11,256,462,0,2049
1320,19,256,561,0,2137
1334,13,256,432,0,2022
1283,12,256,462,1,2001
1303,11,256,417,0,1976
1313,10,256,348,0,1917
1322,14,256,564,0,2142
1306,15,256,474,0,2036
1320,15,256,570,0,2146
1329,21,256,636,2,2221
1306,14,256,507,0,2069
1315,16,256,456,1,2027
1302,10,256,339,0,1897
1301,9,256,363,0,1920
1327,17,256,477,0,2060
1311,14,256,468,0,2035
1342,13,256,441,0,2039
1282,12,256,420,0,1958
1308,15,256,561,0,2125
1313,18,256,633,0,2202
1302,17,256,555,1,2113
1291,14,256,453,1,2000
1312,11,256,354,0,1922
1335,9,256,318,0,1909
1314,6,256,201,0,1771
1295,21,256,654,0,2205
1304,10,256,291,0,1851
1312,21,256,615,1,2183
1298,16,256,495,1,2049
1295,10,256,402,0,1953
1292,13,256,441,0,1989
1308,9,256,288,0,1852
1325,13,256,426,1,2007
1306,14,256,345,1,1907
1320,18,256,636,1,2212
1289,15,256,585,0,2130
1297,13,256,456,0,2009
1316,13,256,465,1,2037
1316,8,256,336,0,1908
1306,18,256,636,0,2198
1312,15,256,546,0,2114
1295,8,256,288,0,1839
1311,11,256,309,0,1876
1330,19,256,606,0,2192
1308,8,256,288,0,1852
1300,10,256,372,1,1928
1293,11,256,420,0,1969
1312,15,256,540,0,2108
1311,18,256,708,0,2275
1294,7,256,237,0,1787
1307,14,256,507,0,2070
1322,11,256,366,0,1944
1287,12,256,429,0,1972
1324,10,256,306,1,1886
1331,14,256,495,0,2082
1300,10,256,357,2,1913
1302,20,256,720,0,2278
1309,14,256,582,0,2147
1333,6,256,243,1,1832
1323,18,256,624,1,2203
1284,14,256,453,0,1993
1321,5,256,258,0,1835
1314,15,256,537,0,2107
1302,11,256,384,0,1942
1299,13,256,384,1,1939
1316,16,256,495,2,2067
1307,17,256,597,0,2160
1312,17,256,570,1,2138
1316,12,256,504,0,2076
1320,8,256,366,0,1942
1310,14,256,612,1,2178
1307,14,256,429,1,1992
1310,19,256,663,0,2229
1319,11,256,354,0,1929
1300,14,256,471,0,2027
1304,9,256,324,0,1884
1302,8,256,327,1,1885
1314,15,256,546,0,2116
1298,14,256,444,0,1998
1312,10,256,309,1,1877
1273,11,256,375,2,1904
1335,16,256,612,0,2203
1285,20,256,591,0,2132
1321,14,256,546,0,2123
1334,11,256,384,1,1974
1319,10,256,354,0,1929
1294,10,256,399,0,1949
1283,21,256,582,0,2121
1332,10,256,333,0,1921
1324,15,256,474,0,2054
1311,15,256,582,1,2149
1303,9,256,330,0,1889
1297,15,256,537,0,2090
1301,17,256,534,0,2091
1296,13,256,483,0,2035
1341,11,256,402,0,1999
1309,14,256,450,0,2015
1314,17,256,597,0,2167
1307,12,256,381,0,1944
1308,10,256,303,0,1867
1303,13,256,411,0,1970
1297,7,256,237,0,1790
1294,15,256,498,0,2048
1326,17,256,618,1,2200
1308,12,256,540,0,2104
1319,8,256,279,1,1854
1283,14,256,621,0,2160
1315,18,256,624,0,2195
1330,10,256,339,0,1925
1294,19,256,567,1,2117
1324,17,256,519,1,2099
1310,15,256,546,0,2112
1328,7,256,300,0,1884
1297,15,256,486,0,2039
1321,7,256,183,0,1760
1308,10,256,345,0,1909
1305,14,256,489,0,2050
1318,8,256,279,0,1853
1308,11,256,441,0,2005
1305,19,256,534,0,2095
1308,5,256,183,0,1747
1301,6,256,345,0,1902
1288,10,256,357,0,1901
1313,15,256,495,1,2064
1328,10,256,303,0,1887
1298,12,256,348,0,1902
1293,14,256,450,1,1999
1315,15,256,645,0,2216
1304,10,256,504,0,2064
1284,10,256,417,0,1957
1342,9,256,330,0,1928
1314,9,256,420,0,1990
1304,10,256,330,0,1890
1343,9,256,363,0,1962
1289,10,256,432,0,1977
1305,19,256,642,0,2203
1289,17,256,531,3,2076
1292,9,256,294,0,1842
1310,19,256,702,1,2268
1321,17,256,636,0,2213
1340,11,256,399,1,1995
1302,13,256,531,0,2089
1310,18,256,549,3,2115
1310,13,256,333,1,1899
1331,14,256,528,0,2115
1306,17,256,582,0,2144
1290,19,256,591,1,2137
1307,15,256,594,0,2157
1310,7,256,249,0,1815
1289,11,256,372,0,1917
1312,16,256,561,0,2129
1324,15,256,444,1,2024
1292,16,256,522,1,2070
1311,11,256,462,1,2029
1280,11,256,411,0,1947
1355,9,256,363,0,1974
1312,6,256,246,0,1814
1317,6,256,342,0,1915
1319,10,256,351,0,1926
1313,7,256,294,0,1863
1313,10,256,399,0,1968
1335,16,256,582,1,2173
1287,15,256,669,0,2212
1293,8,256,330,0,1879
1294,10,256,366,0,1916
1322,11,256,363,2,1941
1307,14,256,501,0,2064
1303,15,256,540,0,2099
1295,8,256,429,0,1980
1299,9,256,426,0,1981
1314,9,256,270,0,1840
1317,14,256,522,1,2095
1293,16,256,549,0,2098
1317,7,256,237,0,1810
1329,14,256,525,0,2110
1308,17,256,498,0,2062
1302,10,256,450,0,2008
1307,17,256,615,0,2178
1306,7,256,282,0,1844
1303,10,256,366,0,1925
1303,15,256,543,0,2102
1328,11,256,432,0,2016
1310,13,256,441,0,2007
1295,12,256,483,0,2034
1313,17,256,525,0,2094
1316,9,256,270,0,1842
1311,4,256,150,0,1717
1337,13,256,477,0,2070
1302,14,256,546,0,2104
1285,8,256,264,0,1805
1320,21,256,720,2,2296
1291,17,256,555,2,2102
1295,13,256,456,0,2007
1320,9,256,348,0,1924
1308,14,256,483,0,2047
1307,17,256,657,1,2220
1313,14,256,570,0,2139
1330,13,256,543,0,2129
1266,9,256,327,0,1849
1315,11,256,381,0,1952
1307,17,256,540,0,2103
1287,12,256,351,0,1894
1303,9,256,333,0,1892
1301,9,256,288,0,1845
1328,14,256,459,0,2043
1341,12,256,510,0,2107
1285,6,256,363,0,1904
1307,13,256,486,0,2049
1278,7,256,267,0,1801
1314,16,256,576,1,2146
1314,8,256,339,0,1909
1281,9,256,315,0,1852
1303,13,256,468,1,2027
1296,12,256,432,1,1984
1293,20,256,783,0,2332
1296,13,256,408,0,1960
1302,14,256,522,0,2080
1321,19,256,630,2,2207
1330,12,256,435,0,2021
1321,13,256,477,1,2054
1297,15,256,591,0,2144
1300,13,256,423,0,1979
1309,12,256,459,0,2024
1310,14,256,444,0,2010
1310,11,256,345,1,1911
1305,13,256,441,1,2002
1284,16,256,615,0,2155
1311,16,256,567,2,2134
1309,11,256,393,0,1958
1321,13,256,432,1,2009
1307,8,256,276,1,1839
1302,15,256,474,0,2032
1305,13,256,528,0,2089
1300,10,256,321,0,1877
1298,13,256,408,2,1962
1326,17,256,468,0,2050
1299,9,256,309,1,1864
1325,11,256,363,1,1944
1306,18,256,636,0,2198
1303,14,256,552,0,2111
1281,11,256,306,3,1843
1305,15,256,468,1,2029
1302,12,256,423,0,1981
1291,10,256,402,0,1949
1322,8,256,285,0,1863
1302,13,256,441,0,1999
1327,12,256,507,0,2090
1305,13,256,411,2,1972
1293,17,256,561,1,2110
1318,17,256,663,0,2237
1334,15,256,552,0,2142
1316,6,256,324,0,1896
1304,21,256,603,1,2163
1293,12,256,426,1,1975
1343,14,256,513,0,2112
1311,13,256,495,2,2062
1293,15,256,447,1,1996
1306,11,256,465,0,2027
1320,9,256,360,0,1936
1317,15,256,477,0,2050
1339,11,256,375,0,1970
1327,10,256,369,0,1952
1310,13,256,384,3,1950
1324,14,256,438,0,2018
1318,11,256,489,0,2063
1313,10,256,363,0,1932
1319,17,256,594,0,2169
1324,9,256,342,1,1922
1306,11,256,420,1,1982
1302,13,256,363,2,1921
1322,9,256,390,0,1968
1286,14,256,459,0,2001
1303,10,256,384,0,1943
1307,13,256,456,0,2019
1320,11,256,420,1,1996
1317,16,256,525,0,2098
1307,16,256,624,0,2187
1296,8,256,336,0,1888
1310,13,256,453,0,2019
1300,11,256,300,1,1856
1301,16,256,462,1,2019
1325,8,256,363,0,1944
1297,18,256,618,2,2171
1294,16,256,540,1,2090
1306,9,256,270,1,1832
1304,5,256,156,0,1716
1301,14,256,552,0,2109
1351,10,256,339,1,1946
1328,17,256,582,1,2166
1333,8,256,270,0,1859
1332,16,256,642,0,2230
1315,9,256,345,0,1916
1321,11,256,303,1,1880
1330,16,256,555,0,2141
1309,14,256,393,1,1958
1315,17,256,519,0,2090
1309,15,256,402,0,1967
1308,11,256,441,1,2005
1306,14,256,411,0,1973
1341,16,256,546,0,2143
1321,13,256,414,1,1991
1313,10,256,327,0,1896
1327,16,256,657,0,2240
1344,18,256,672,1,2272
1278,16,256,492,0,2026
1301,23,256,804,0,2361
1297,15,256,372,1,1925
1283,10,256,357,0,1896
1335,12,256,369,0,1960
1313,13,256,483,0,2052
1329,18,256,600,0,2185
1293,16,256,477,0,2026
1287,7,256,234,1,1777
1321,9,256,285,0,1862
1301,13,256,378,1,1935
1304,7,256,264,0,1824
1312,11,256,396,1,1964
1309,10,256,285,2,1850
1315,10,256,399,0,1970
1292,15,256,588,0,2136
1282,11,256,300,1,1838
1311,19,256,627,0,2194
1311,9,256,384,1,1951
1308,18,256,675,0,2239
1307,18,256,597,1,2160
1311,15,256,576,0,2143
1313,13,256,483,1,2052
1321,16,256,507,1,2084
1305,12,256,477,0,2038
1297,12,256,384,1,1937
1308,14,256,453,1,2017
1302,12,256,447,0,2005
1343,10,256,471,0,2070
1305,7,256,261,0,1822
1312,13,256,378,1,1946
1290,15,256,516,1,2062
1338,9,256,348,0,1942
1314,12,256,429,0,1999
1302,11,256,378,0,1936
1363,14,256,570,0,2189
1318,10,256,402,0,1976
1290,15,256,528,1,2074
1296,19,256,639,2,2191
1300,13,256,420,0,1976
1312,13,256,456,1,2024
1357,9,256,363,0,1976
1312,13,256,396,1,1964
1296,13,256,366,0,1918
1299,10,256,459,0,2014
1338,11,256,414,0,2008
1299,9,256,300,0,1855
1322,13,256,438,0,2016
1315,11,256,474,0,2045
1315,12,256,477,0,2048
1290,15,256,498,0,2044
1293,10,256,366,0,1915
1298,10,256,312,1,1866
1311,8,256,309,1,1876
1331,9,256,333,1,1920
1310,15,256,528,2,2094
1302,16,256,564,0,2122
1317,14,256,573,1,2146
1321,16,256,435,2,2012
1290,13,256,450,0,1996
