recovery_query,ori_err_cof,query_with_vote,err_cof
1304,21,3918,0
1293,12,3882,0
1343,14,4035,1
1311,13,3951,1
1293,15,3894,0
1306,11,3921,0
1320,9,3969,0
1317,15,3933,0
1339,11,4026,0
1327,10,3969,0
1310,13,3954,0
1324,14,3975,0
1318,11,3954,1
1313,10,3945,0
1319,17,3978,0
1324,9,3984,1
1306,11,3915,1
1302,13,3897,0
1322,9,3966,1
1286,14,3870,0
1303,10,3921,1
1307,13,3906,0
1320,11,3972,0
1317,16,3960,1
1307,16,3939,0
1296,8,3885,0
1310,13,3954,1
1300,11,3918,0
1301,16,3909,0
1325,8,3969,0
1297,18,3912,0
1294,16,3900,1
1306,9,3921,0
1304,5,3909,1
1301,14,3909,0
1351,10,4062,0
1328,17,3996,0
1333,8,3993,0
1332,16,4005,0
1315,9,3945,0
1321,11,3948,1
1330,16,3993,0
1309,14,3921,0
1315,17,3945,2
1309,15,3921,0
1308,11,3933,0
1306,14,3909,3
1341,16,4038,0
1321,13,3978,1
1313,10,3939,0
1327,16,3996,1
1344,18,4032,2
1278,16,3849,0
1301,23,3891,0
1297,15,3906,0
1283,10,3870,0
1335,12,4002,1
1313,13,3942,0
1329,18,4005,0
1293,16,3867,0
1287,7,3873,1
1321,9,3954,0
1301,13,3912,1
1304,7,3927,0
1312,11,3930,1
1309,10,3951,2
1315,10,3951,0
1292,15,3897,0
1282,11,3846,1
1311,19,3936,0
1311,9,3957,1
1308,18,3933,0
1307,18,3948,0
1311,15,3948,1
1313,13,3939,0
1321,16,3978,1
1305,12,3924,1
1297,12,3891,0
1308,14,3942,0
1302,12,3918,0
1343,10,4023,0
1305,7,3924,0
1312,13,3930,0
1290,15,3885,0
1338,9,4032,0
1314,12,3939,0
1302,11,3927,1
1363,14,4089,1
1318,10,3957,1
1290,15,3882,0
1296,19,3897,1
1300,13,3897,0
1312,13,3921,2
1357,9,4080,1
1312,13,3945,1
1296,13,3891,0
1299,10,3903,0
1338,11,4014,0
1299,9,3891,2
1322,13,3975,0
1315,11,3966,0
1315,12,3963,0
1290,15,3885,1
1293,10,3882,0
1298,10,3915,0
1311,8,3942,1
1331,9,4011,0
1310,15,3948,1
1302,16,3918,0
1317,14,3963,0
1321,16,3969,0
1290,13,3879,0
1304,9,3927,0
1294,6,3891,0
1307,14,3924,0
1333,16,3972,1
1311,13,3942,0
1316,11,3933,0
1285,10,3855,0
1309,7,3927,1
1289,10,3885,0
1310,9,3918,1
1337,15,4002,1
1317,11,3960,1
1337,14,4023,0
1322,14,3990,1
1297,15,3894,2
1301,15,3921,0
1289,16,3873,1
1314,18,3951,1
1299,10,3903,0
1321,16,3984,1
1300,5,3900,0
1306,11,3921,0
1295,20,3906,0
1329,18,3987,1
1304,11,3903,0
1331,18,3987,1
1307,15,3909,0
1302,17,3915,1
1297,14,3894,0
1296,17,3861,0
1329,14,3987,1
1309,18,3939,1
1294,12,3891,0
1334,15,3999,1
1293,18,3885,0
1299,12,3906,0
1306,9,3945,0
1313,13,3927,0
1305,9,3924,0
1338,19,4011,0
1281,12,3828,0
1274,9,3819,0
1287,16,3858,0
1297,18,3927,0
1295,14,3891,0
1316,13,3969,0
1297,9,3906,0
1299,13,3903,0
1288,10,3870,0
1323,10,3978,1
1336,10,4008,0
1300,10,3903,0
1306,14,3936,0
1309,14,3933,0
1311,11,3924,1
1343,10,4017,0
1292,14,3903,1
1304,14,3948,0
1333,11,4005,2
1301,14,3906,2
1336,16,4029,0
1309,17,3939,1
1326,16,3987,0
1315,16,3948,0
1300,15,3912,0
1282,20,3855,1
1309,11,3939,1
1312,12,3939,0
1292,10,3897,0
1317,12,3942,0
1330,17,3987,1
1324,7,3978,0
1291,15,3891,0
1282,12,3849,1
1304,9,3930,0
1299,14,3894,1
1327,15,4008,2
1305,15,3903,1
1318,14,3972,0
1312,5,3936,1
1302,15,3909,0
1332,10,4029,0
1335,12,4002,1
1315,12,3942,0
1303,7,3918,0
1297,11,3915,0
1316,8,3954,0
1312,16,3948,0
1307,13,3951,0
1309,17,3948,0
1286,12,3855,0
1308,13,3942,0
1302,13,3918,0
1308,18,3939,2
1318,14,3972,1
1302,12,3912,0
1307,11,3933,0
1307,9,3927,0
1307,13,3924,0
1290,16,3888,0
1292,15,3873,0
1318,12,3957,1
1316,13,3951,1
1289,14,3894,0
1334,7,4002,1
1328,11,3996,0
1330,8,3999,0
1307,11,3894,0
1314,9,3930,1
1311,12,3942,0
1316,15,3954,1
1298,16,3903,2
1293,14,3891,0
1314,11,3945,0
1308,8,3930,1
1302,18,3927,1
1309,16,3921,0
1301,19,3900,0
1319,19,3978,0
1313,14,3957,2
1334,17,3999,0
1312,16,3951,1
1302,14,3909,0
1325,9,3984,0
1304,13,3921,0
1310,13,3936,0
1310,11,3936,0
1313,10,3945,2
1315,12,3951,0
1285,7,3876,0
1321,17,3978,0
1306,11,3915,0
1308,13,3930,1
1340,9,4041,0
1299,9,3897,0
1339,14,4035,0
1318,19,3945,1
1302,16,3936,0
1330,11,3999,0
1279,10,3843,0
1290,14,3870,0
1298,15,3918,0
1309,17,3942,1
1273,18,3834,0
1309,18,3945,2
1302,16,3906,0
1311,9,3921,0
1298,14,3918,1
1311,19,3942,0
1310,17,3927,0
1286,7,3852,0
1293,15,3900,1
1316,14,3948,0
1301,12,3912,0
1313,11,3933,1
1331,14,4011,0
1307,8,3921,0
1303,11,3927,1
1315,10,3945,1
1316,12,3948,0
1285,16,3867,0
1342,12,4035,0
1339,14,4029,0
1318,11,3966,2
1298,15,3909,0
1320,14,3960,0
1302,9,3909,0
1315,11,3945,0
1338,17,4011,1
1318,19,3957,0
1302,14,3936,0
1328,13,3969,1
1329,17,3999,0
1297,15,3906,0
1308,13,3936,0
1335,8,4011,0
1295,15,3903,0
1295,15,3897,0
1329,14,3990,1
1335,14,4008,1
1325,11,3999,2
1312,12,3966,0
1328,13,3981,1
1313,15,3951,0
1283,18,3858,1
1274,8,3822,1
1309,10,3948,0
1305,14,3945,0
1328,9,3987,0
1291,13,3882,0
1309,17,3954,0
1303,13,3909,0
1335,13,4020,1
1317,6,3945,0
1334,9,3990,0
1275,13,3825,0
1288,19,3882,0
1298,11,3900,0
1316,13,3960,1
1300,14,3903,1
1300,14,3915,1
1313,13,3930,0
1293,10,3900,0
1307,8,3924,0
1326,12,3966,0
1327,13,3990,0
1327,16,3969,0
1316,11,3945,0
1292,10,3870,1
1299,14,3915,0
1317,13,3960,0
1281,12,3846,0
1291,13,3870,0
1290,13,3882,0
1289,12,3870,0
1331,15,3987,0
1300,11,3903,0
1318,10,3963,0
1336,13,4014,0
1307,12,3930,0
1301,20,3924,0
1320,15,3954,1
1294,15,3897,2
1314,10,3948,0
1313,16,3942,0
1335,15,4014,1
1310,11,3942,0
1325,16,3984,0
1289,16,3855,1
1302,10,3909,0
1320,14,3951,1
1300,12,3912,1
1289,14,3867,0
1329,11,3993,1
1288,20,3861,0
1314,16,3948,0
1292,9,3870,0
1317,8,3960,0
1334,8,4014,0
1299,19,3888,0
1292,13,3879,1
1290,15,3888,0
1314,13,3939,0
1313,14,3951,0
1292,20,3873,0
1309,10,3936,1
1307,17,3936,1
1287,19,3873,0
1319,8,3960,0
1316,19,3954,1
1320,14,3948,1
1322,17,3954,0
1324,9,3981,1
1326,10,3984,0
1344,13,4041,0
1319,16,3960,1
1318,13,3954,0
1307,15,3936,1
1295,9,3879,0
1302,10,3912,0
1298,13,3882,0
1329,11,4008,0
1283,18,3861,1
1286,16,3864,1
1329,11,3978,0
1296,12,3897,0
1328,18,3978,1
1315,8,3957,1
1298,16,3921,0
1312,8,3921,2
1297,18,3888,0
1315,17,3948,0
1312,11,3936,0
1317,9,3948,0
1321,14,3960,0
1291,10,3882,0
1339,20,4050,0
1307,11,3927,0
1306,24,3957,0
1306,10,3924,2
1282,10,3840,0
1302,9,3906,0
1332,9,3990,0
1320,17,3972,0
1316,14,3951,0
1317,12,3966,2
1315,10,3957,0
1303,19,3915,0
1312,5,3936,1
1303,9,3915,0
1330,9,4008,0
1312,18,3939,0
1329,14,3999,0
1335,16,4017,1
1303,10,3918,1
1287,11,3861,0
1337,6,4017,2
1303,14,3927,0
1315,13,3951,0
1294,8,3867,1
1294,17,3900,0
1329,19,3993,1
1281,21,3852,0
1297,19,3909,0
1324,16,3978,0
1327,13,3993,1
1331,13,3993,0
1304,11,3918,0
1299,17,3909,1
1335,10,3999,0
1313,15,3945,0
1324,10,3978,0
1306,14,3939,1
1294,13,3888,1
1324,9,3978,0
1315,10,3948,1
1322,6,3975,0
1297,12,3894,0
1310,15,3939,1
1314,12,3954,0
1318,9,3948,0
1320,9,3984,0
1297,17,3897,0
1313,16,3936,1
1321,11,3963,0
1302,15,3915,1
1301,10,3906,0
1323,14,3978,0
1316,17,3984,0
1324,12,3993,0
1296,18,3894,0
1328,19,4011,0
1286,17,3894,0
1325,17,3993,0
1331,14,3975,0
1332,3,3990,1
1326,15,3996,0
1289,22,3909,0
1326,9,3990,0
1316,14,3960,0
1351,18,4062,0
1307,18,3921,0
1317,16,3972,0
1293,9,3885,0
1323,15,3948,0
1314,17,3951,0
1323,11,3978,0
1300,13,3891,1
1321,7,3960,1
1275,17,3828,0
1321,7,3975,0
1284,18,3876,1
1322,17,3984,0
1338,8,4002,1
1304,13,3933,1
1328,14,3984,0
1317,8,3945,1
1302,15,3897,1
1308,19,3933,0
1310,11,3942,0
1313,12,3933,0
1321,12,3978,0
1293,8,3879,0
1323,19,3978,0
1319,13,3969,0
1298,13,3897,0
1325,12,3984,0
1271,10,3828,0
1300,12,3900,0
1282,13,3849,0
1329,14,3984,1
1318,10,3966,0
1289,11,3855,0
1316,9,3963,0
1300,11,3885,1
1284,16,3864,0
1307,21,3948,0
1314,13,3945,1
1294,13,3891,0
1301,19,3891,2
1306,13,3930,0
1295,7,3885,1
1320,13,3945,1
1286,13,3876,0
1320,13,3969,0
1308,16,3924,0
1287,16,3855,0
1324,12,3975,0
1342,13,4020,1
1318,14,3963,0
1303,15,3915,0
1313,11,3954,0
1325,20,3993,1
1314,13,3936,0
1310,12,3936,0
1321,15,3960,1
1298,17,3906,1
1330,12,3996,0
1318,9,3966,1
