0,0,0,0,1,1,1,2,62,9,0,1,1,2,60,9,0
0,0,0,1,1,1,1,55,10,9,1,1,1,57,8,9,0
0,0,0,2,1,1,1,59,9,9,1,1,1,60,7,9,0
0,0,0,3,1,1,1,61,9,9,1,1,1,62,4,9,0
0,0,0,4,1,1,21,1,55,3,0,1,21,1,4,3,1
0,0,0,5,1,1,21,8,13,3,0,1,21,7,11,3,1
0,0,0,6,1,3,20,14,16,3,0,3,20,13,14,3,1
0,0,1,0,1,1,1,10,55,9,1,1,1,8,57,9,0
0,0,1,1,1,1,1,4,57,10,1,1,1,3,58,10,0
0,0,1,2,1,1,1,59,4,10,1,1,1,60,3,10,0
0,0,1,3,1,4,5,19,49,3,1,4,4,19,58,3,0
0,0,1,4,1,1,21,6,14,3,0,1,21,6,13,3,1
0,0,1,5,1,2,20,9,10,3,0,2,20,8,9,3,1
0,0,1,6,1,1,21,5,4,3,0,1,21,4,3,3,1
0,0,2,0,1,1,1,9,59,9,1,1,1,7,60,9,0
0,0,2,1,1,1,1,4,59,10,1,1,1,3,60,10,0
0,0,2,2,1,1,1,33,24,11,1,1,1,33,26,11,0
0,0,2,3,1,3,7,36,39,11,0,3,6,36,40,11,1
0,0,2,4,1,1,21,10,13,3,0,1,21,10,11,3,1
0,0,2,5,1,1,21,14,8,3,0,1,21,13,7,3,1
0,0,2,6,1,1,21,17,6,3,0,1,21,14,5,3,1
0,0,3,0,1,1,1,9,61,9,1,1,1,4,62,9,0
0,0,3,1,1,19,1,18,2,3,1,19,0,18,3,3,0
0,0,3,2,1,15,0,19,18,3,0,15,1,19,17,3,1
0,0,3,3,1,19,3,15,34,3,1,19,2,15,36,3,0
0,0,3,4,1,1,21,60,2,3,0,1,21,61,1,3,1
0,0,3,5,1,2,20,60,2,3,0,2,20,59,1,3,1
0,0,3,6,1,4,20,58,3,3,0,4,20,56,2,3,1
0,0,4,0,1,1,21,55,1,3,0,1,21,4,1,3,1
0,0,4,1,1,1,21,14,6,3,0,1,21,13,6,3,1
0,0,4,2,1,1,21,13,10,3,0,1,21,11,10,3,1
0,0,4,3,1,1,21,2,60,3,0,1,21,1,61,3,1
0,0,4,4,1,4,19,1,4,3,1,4,19,1,5,3,0
0,0,4,5,1,5,62,7,1,1,1,5,62,8,1,1,0
0,0,4,6,1,5,41,7,1,2,0,5,41,5,0,2,1
0,0,5,0,1,1,21,13,8,3,0,1,21,11,7,3,1
0,0,5,1,1,2,20,10,9,3,0,2,20,9,8,3,1
0,0,5,2,1,1,21,8,14,3,0,1,21,7,13,3,1
0,0,5,3,1,2,20,2,60,3,0,2,20,1,59,3,1
0,0,5,4,1,5,62,1,7,1,1,5,62,1,8,1,0
0,0,5,5,1,11,60,8,3,1,0,11,60,7,3,1,1
0,0,5,6,1,8,60,4,0,1,1,8,60,5,1,1,0
0,0,6,0,1,3,20,16,14,3,0,3,20,14,13,3,1
0,0,6,1,1,1,21,4,5,3,0,1,21,3,4,3,1
0,0,6,2,1,1,21,6,17,3,0,1,21,5,14,3,1
0,0,6,3,1,4,20,3,58,3,0,4,20,2,56,3,1
0,0,6,4,1,5,41,1,7,2,0,5,41,0,5,2,1
0,0,6,5,1,8,60,0,4,1,1,8,60,1,5,1,0
0,0,6,6,1,11,57,2,2,1,0,11,57,1,1,1,1
0,1,0,0,1,1,42,1,13,2,1,1,42,1,8,2,0
0,1,0,1,1,7,38,1,14,2,1,7,38,0,15,2,0
0,1,0,2,1,1,42,1,39,2,1,1,42,1,31,2,0
0,1,0,3,1,4,19,5,49,3,1,4,19,4,58,3,0
0,1,0,4,1,1,21,11,14,3,0,1,21,11,13,3,1
0,1,0,5,1,1,21,29,34,3,0,1,21,28,32,3,1
0,1,0,6,1,1,21,25,20,3,0,1,21,25,18,3,1
0,1,1,0,1,7,38,14,1,2,1,7,38,15,0,2,0
0,1,1,1,1,22,51,9,2,1,0,22,50,10,3,1,1
0,1,1,2,1,1,42,3,34,2,0,1,42,2,37,2,1
0,1,1,3,1,1,21,9,41,3,0,1,21,10,39,3,1
0,1,1,4,1,1,21,24,29,3,0,1,21,23,26,3,1
0,1,1,5,1,1,21,33,24,3,0,1,21,32,22,3,1
0,1,1,6,1,1,42,26,4,2,0,1,42,24,2,2,1
0,1,2,0,1,1,42,39,1,2,1,1,42,31,1,2,0
0,1,2,1,1,1,42,34,3,2,0,1,42,37,2,2,1
0,1,2,2,1,1,42,4,37,2,0,1,42,3,38,2,1
0,1,2,3,1,1,21,20,23,3,1,1,21,19,26,3,0
0,1,2,4,1,1,21,32,13,3,0,1,21,31,11,3,1
0,1,2,5,1,1,21,35,8,3,0,1,21,34,7,3,1
0,1,2,6,1,1,21,26,2,3,1,1,21,28,3,3,0
0,1,3,0,1,4,19,49,5,3,1,4,19,58,4,3,0
0,1,3,1,1,1,21,41,9,3,0,1,21,39,10,3,1
0,1,3,2,1,1,21,23,20,3,1,1,21,26,19,3,0
0,1,3,3,1,16,9,17,38,3,1,16,8,17,41,3,0
0,1,3,4,1,11,17,53,4,11,1,11,17,50,3,11,0
0,1,3,5,1,12,17,52,3,11,1,12,17,51,2,11,0
0,1,3,6,1,12,15,32,1,11,1,12,15,29,0,11,0
0,1,4,0,1,1,21,14,11,3,0,1,21,13,11,3,1
0,1,4,1,1,1,21,29,24,3,0,1,21,26,23,3,1
0,1,4,2,1,1,21,13,32,3,0,1,21,11,31,3,1
0,1,4,3,1,11,17,4,53,11,1,11,17,3,50,11,0
0,1,4,4,1,21,35,1,4,10,0,21,35,1,5,10,1
0,1,4,5,1,32,7,45,1,11,1,32,7,44,1,11,0
0,1,4,6,1,15,16,11,1,11,1,15,16,10,0,11,0
0,1,5,0,1,1,21,34,29,3,0,1,21,32,28,3,1
0,1,5,1,1,1,21,24,33,3,0,1,21,22,32,3,1
0,1,5,2,1,1,21,8,35,3,0,1,21,7,34,3,1
0,1,5,3,1,12,17,3,52,11,1,12,17,2,51,11,0
0,1,5,4,1,36,7,22,13,3,1,36,7,22,14,3,0
0,1,5,5,1,45,2,34,4,3,0,44,2,33,3,3,1
0,1,5,6,1,44,4,36,0,3,1,44,3,36,1,3,0
0,1,6,0,1,1,21,20,25,3,0,1,21,18,25,3,1
0,1,6,1,1,1,42,4,26,2,0,1,42,2,24,2,1
0,1,6,2,1,1,21,2,26,3,1,1,21,3,28,3,0
0,1,6,3,1,12,15,1,32,11,1,12,15,0,29,11,0
0,1,6,4,1,15,16,1,11,11,1,15,16,0,10,11,0
0,1,6,5,1,46,2,24,3,3,1,46,1,24,2,3,0
0,1,6,6,1,13,15,1,1,11,1,13,15,1,0,11,0
0,2,0,0,1,2,34,1,6,11,1,2,34,1,7,11,0
0,2,0,1,1,1,4,1,59,10,1,1,3,1,60,10,0
0,2,0,2,1,1,33,1,24,11,1,1,33,1,26,11,0
0,2,0,3,1,3,36,7,39,11,0,3,36,6,40,11,1
0,2,0,4,1,5,39,10,21,11,1,5,39,10,20,11,0
0,2,0,5,1,8,41,8,13,11,1,8,41,8,12,11,0
0,2,0,6,1,8,42,9,9,11,0,8,42,8,9,11,1
0,2,1,0,1,1,39,42,1,2,1,1,31,42,1,2,0
0,2,1,1,1,1,34,42,3,2,0,1,37,42,2,2,1
0,2,1,2,1,22,42,1,18,2,1,22,42,1,17,2,0
0,2,1,3,1,13,20,2,34,3,0,13,20,3,33,3,1
0,2,1,4,1,13,20,19,33,3,0,13,20,19,32,3,1
0,2,1,5,1,13,21,26,24,3,0,13,21,25,22,3,1
0,2,1,6,1,7,40,20,13,3,0,7,40,21,13,3,1
0,2,2,0,1,1,33,24,1,11,1,1,33,26,1,11,0
0,2,2,1,1,22,42,18,1,2,1,22,42,17,1,2,0
0,2,2,2,1,1,10,1,51,3,1,0,10,2,51,3,0
0,2,2,3,1,29,40,2,10,2,1,29,40,1,10,2,0
0,2,2,4,1,10,43,2,11,11,0,10,43,1,11,11,1
0,2,2,5,1,10,43,13,11,11,0,10,43,12,11,11,1
0,2,2,6,1,6,41,7,1,11,1,6,41,6,0,11,0
0,2,3,0,1,3,36,39,7,11,0,3,36,40,6,11,1
0,2,3,1,1,13,20,34,2,3,0,13,20,33,3,3,1
0,2,3,2,1,29,40,10,2,2,1,29,40,10,1,2,0
0,2,3,3,1,17,13,16,34,3,0,17,14,16,33,3,1
0,2,3,4,1,10,43,20,9,11,0,10,43,21,10,11,1
0,2,3,5,1,16,21,37,3,3,0,16,21,36,2,3,1
0,2,3,6,1,15,21,41,1,3,0,15,21,39,0,3,1
0,2,4,0,1,5,39,21,10,11,1,5,39,20,10,11,0
0,2,4,1,1,13,20,33,19,3,0,13,20,32,19,3,1
0,2,4,2,1,10,43,11,2,11,0,10,43,11,1,11,1
0,2,4,3,1,10,43,9,20,11,0,10,43,10,21,11,1
0,2,4,4,1,34,35,2,7,2,1,34,35,3,7,2,0
0,2,4,5,1,32,42,2,4,2,0,32,41,2,3,2,1
0,2,4,6,1,16,19,2,0,3,1,16,19,1,1,3,0
0,2,5,0,1,8,41,13,8,11,1,8,41,12,8,11,0
0,2,5,1,1,13,21,24,26,3,0,13,21,22,25,3,1
0,2,5,2,1,10,43,11,13,11,0,10,43,11,12,11,1
0,2,5,3,1,16,21,3,37,3,0,16,21,2,36,3,1
0,2,5,4,1,32,42,4,2,2,0,32,41,3,2,2,1
0,2,5,5,1,32,42,3,2,2,0,32,41,3,1,2,1
0,2,5,6,1,20,16,5,1,3,0,20,16,4,0,3,1
0,2,6,0,1,8,42,9,9,11,0,8,42,9,8,11,1
0,2,6,1,1,7,40,13,20,3,0,7,40,13,21,3,1
0,2,6,2,1,6,41,1,7,11,1,6,41,0,6,11,0
0,2,6,3,1,15,21,1,41,3,0,15,21,0,39,3,1
0,2,6,4,1,16,19,0,2,3,1,16,19,1,1,3,0
0,2,6,5,1,20,16,1,5,3,0,20,16,0,4,3,1
0,2,6,6,1,16,21,1,1,3,0,16,21,0,0,3,1
0,3,0,0,1,30,38,3,10,2,1,30,38,2,10,2,0
0,3,0,1,1,19,18,1,2,3,1,19,18,0,3,3,0
0,3,0,2,1,15,19,0,18,3,0,15,19,1,17,3,1
0,3,0,3,1,19,15,3,34,3,1,19,15,2,36,3,0
0,3,0,4,1,22,14,9,30,3,0,22,14,9,29,3,1
0,3,0,5,1,22,16,15,24,3,0,22,16,15,23,3,1
0,3,0,6,1,22,15,7,8,3,0,22,15,7,6,3,1
0,3,1,0,1,19,18,2,1,3,1,19,18,3,0,3,0
0,3,1,1,1,32,33,15,1,2,0,32,33,14,2,2,1
0,3,1,2,1,1,23,21,20,3,1,1,26,21,19,3,0
0,3,1,3,1,16,17,9,38,3,1,16,17,8,41,3,0
0,3,1,4,1,22,14,15,33,3,0,22,14,15,32,3,1
0,3,1,5,1,22,17,21,23,3,0,22,17,20,21,3,1
0,3,1,6,1,23,15,19,14,3,1,23,15,20,15,3,0
0,3,2,0,1,15,19,18,0,3,0,15,19,17,1,3,1
0,3,2,1,1,13,34,20,2,3,0,13,33,20,3,3,1
0,3,2,2,1,29,10,40,2,2,1,29,10,40,1,2,0
