[trace 504]: recovering s[0][197], m = m1, branching...
[trace 505]: recovering s[0][197], m = m1, branching...
[trace 506]: recovering s[0][197], m = m0, recovered cof_value = -1
[trace 507]: recovering s[0][198], m = m1, branching...
[trace 508]: recovering s[0][198], m = m0, recovered cof_value = 0
[trace 509]: recovering s[0][199], m = m1, branching...
[trace 510]: recovering s[0][199], m = m1, branching...
[trace 511]: recovering s[0][199], m = m1, branching...
[trace 512]: recovering s[0][199], m = m0, recovered cof_value = -2
[trace 513]: recovering s[0][200], m = m1, branching...
[trace 514]: recovering s[0][200], m = m0, recovered cof_value = 0
[trace 515]: recovering s[0][201], m = m1, branching...
[trace 516]: recovering s[0][201], m = m0, recovered cof_value = 0
[trace 517]: recovering s[0][202], m = m1, branching...
[trace 518]: recovering s[0][202], m = m0, recovered cof_value = 0
[trace 519]: recovering s[0][203], m = m1, branching...
[trace 520]: recovering s[0][203], m = m0, recovered cof_value = 0
[trace 521]: recovering s[0][204], m = m1, branching...
[trace 522]: recovering s[0][204], m = m0, recovered cof_value = 0
[trace 523]: recovering s[0][205], m = m1, branching...
[trace 524]: recovering s[0][205], m = m0, recovered cof_value = 0
[trace 525]: recovering s[0][206], m = m1, branching...
[trace 526]: recovering s[0][206], m = m1, branching...
[trace 527]: recovering s[0][206], m = m1, branching...
[trace 528]: recovering s[0][206], m = m1, recovered cof_value = -3
[trace 529]: recovering s[0][207], m = m1, branching...
[trace 530]: recovering s[0][207], m = m0, recovered cof_value = 0
[trace 531]: recovering s[0][208], m = m1, branching...
[trace 532]: recovering s[0][208], m = m1, branching...
[trace 533]: recovering s[0][208], m = m0, recovered cof_value = -1
[trace 534]: recovering s[0][209], m = m1, branching...
[trace 535]: recovering s[0][209], m = m1, branching...
[trace 536]: recovering s[0][209], m = m0, recovered cof_value = -1
[trace 537]: recovering s[0][210], m = m0, branching...
[trace 538]: recovering s[0][210], m = m1, recovered cof_value = 1
[trace 539]: recovering s[0][211], m = m1, branching...
[trace 540]: recovering s[0][211], m = m0, recovered cof_value = 0
[trace 541]: recovering s[0][212], m = m1, branching...
[trace 542]: recovering s[0][212], m = m1, branching...
[trace 543]: recovering s[0][212], m = m0, recovered cof_value = -1
[trace 544]: recovering s[0][213], m = m0, branching...
[trace 545]: recovering s[0][213], m = m1, recovered cof_value = 1
[trace 546]: recovering s[0][214], m = m0, branching...
[trace 547]: recovering s[0][214], m = m1, recovered cof_value = 1
[trace 548]: recovering s[0][215], m = m0, branching...
[trace 549]: recovering s[0][215], m = m1, recovered cof_value = 1
[trace 550]: recovering s[0][216], m = m1, branching...
[trace 551]: recovering s[0][216], m = m1, branching...
[trace 552]: recovering s[0][216], m = m0, recovered cof_value = -1
[trace 553]: recovering s[0][217], m = m1, branching...
[trace 554]: recovering s[0][217], m = m1, branching...
[trace 555]: recovering s[0][217], m = m0, recovered cof_value = -1
[trace 556]: recovering s[0][218], m = m1, branching...
[trace 557]: recovering s[0][218], m = m0, recovered cof_value = 0
[trace 558]: recovering s[0][219], m = m1, branching...
[trace 559]: recovering s[0][219], m = m1, branching...
[trace 560]: recovering s[0][219], m = m0, recovered cof_value = -1
[trace 561]: recovering s[0][220], m = m0, branching...
[trace 562]: recovering s[0][220], m = m1, recovered cof_value = 1
[trace 563]: recovering s[0][221], m = m1, branching...
[trace 564]: recovering s[0][221], m = m0, recovered cof_value = 0
[trace 565]: recovering s[0][222], m = m1, branching...
[trace 566]: recovering s[0][222], m = m1, branching...
[trace 567]: recovering s[0][222], m = m0, recovered cof_value = -1
[trace 568]: recovering s[0][223], m = m1, branching...
[trace 569]: recovering s[0][223], m = m0, recovered cof_value = 0
[trace 570]: recovering s[0][224], m = m0, branching...
[trace 571]: recovering s[0][224], m = m0, branching...
[trace 572]: recovering s[0][224], m = m1, recovered cof_value = 2
[trace 573]: recovering s[0][225], m = m1, branching...
[trace 574]: recovering s[0][225], m = m0, recovered cof_value = 0
[trace 575]: recovering s[0][226], m = m1, branching...
[trace 576]: recovering s[0][226], m = m0, recovered cof_value = 0
[trace 577]: recovering s[0][227], m = m0, branching...
[trace 578]: recovering s[0][227], m = m1, recovered cof_value = 1
[trace 579]: recovering s[0][228], m = m1, branching...
[trace 580]: recovering s[0][228], m = m0, recovered cof_value = 0
[trace 581]: recovering s[0][229], m = m1, branching...
[trace 582]: recovering s[0][229], m = m0, recovered cof_value = 0
[trace 583]: recovering s[0][230], m = m0, branching...
[trace 584]: recovering s[0][230], m = m0, branching...
[trace 585]: recovering s[0][230], m = m1, recovered cof_value = 2
[trace 586]: recovering s[0][231], m = m1, branching...
[trace 587]: recovering s[0][231], m = m1, branching...
[trace 588]: recovering s[0][231], m = m1, branching...
[trace 589]: recovering s[0][231], m = m0, recovered cof_value = -2
[trace 590]: recovering s[0][232], m = m1, branching...
[trace 591]: recovering s[0][232], m = m1, branching...
[trace 592]: recovering s[0][232], m = m1, branching...
[trace 593]: recovering s[0][232], m = m0, recovered cof_value = -2
[trace 594]: recovering s[0][233], m = m0, branching...
[trace 595]: recovering s[0][233], m = m1, recovered cof_value = 1
[trace 596]: recovering s[0][234], m = m1, branching...
[trace 597]: recovering s[0][234], m = m1, branching...
[trace 598]: recovering s[0][234], m = m0, recovered cof_value = -1
[trace 599]: recovering s[0][235], m = m1, branching...
[trace 600]: recovering s[0][235], m = m0, recovered cof_value = 0
[trace 601]: recovering s[0][236], m = m1, branching...
[trace 602]: recovering s[0][236], m = m1, branching...
[trace 603]: recovering s[0][236], m = m1, branching...
[trace 604]: recovering s[0][236], m = m0, recovered cof_value = -2
[trace 605]: recovering s[0][237], m = m1, branching...
[trace 606]: recovering s[0][237], m = m1, branching...
[trace 607]: recovering s[0][237], m = m0, recovered cof_value = -1
[trace 608]: recovering s[0][238], m = m1, branching...
[trace 609]: recovering s[0][238], m = m1, branching...
[trace 610]: recovering s[0][238], m = m0, recovered cof_value = -1
[trace 611]: recovering s[0][239], m = m1, branching...
[trace 612]: recovering s[0][239], m = m0, recovered cof_value = 0
[trace 613]: recovering s[0][240], m = m1, branching...
[trace 614]: recovering s[0][240], m = m1, branching...
[trace 615]: recovering s[0][240], m = m0, recovered cof_value = -1
[trace 616]: recovering s[0][241], m = m0, branching...
[trace 617]: recovering s[0][241], m = m1, recovered cof_value = 1
[trace 618]: recovering s[0][242], m = m1, branching...
[trace 619]: recovering s[0][242], m = m0, recovered cof_value = 0
[trace 620]: recovering s[0][243], m = m1, branching...
[trace 621]: recovering s[0][243], m = m1, branching...
[trace 622]: recovering s[0][243], m = m1, branching...
[trace 623]: recovering s[0][243], m = m0, recovered cof_value = -2
[trace 624]: recovering s[0][244], m = m1, branching...
[trace 625]: recovering s[0][244], m = m0, recovered cof_value = 0
[trace 626]: recovering s[0][245], m = m1, branching...
[trace 627]: recovering s[0][245], m = m1, branching...
[trace 628]: recovering s[0][245], m = m1, branching...
[trace 629]: recovering s[0][245], m = m0, recovered cof_value = -2
[trace 630]: recovering s[0][246], m = m0, branching...
[trace 631]: recovering s[0][246], m = m1, recovered cof_value = 1
[trace 632]: recovering s[0][247], m = m1, branching...
[trace 633]: recovering s[0][247], m = m0, recovered cof_value = 0
[trace 634]: recovering s[0][248], m = m1, branching...
[trace 635]: recovering s[0][248], m = m1, branching...
[trace 636]: recovering s[0][248], m = m0, recovered cof_value = -1
[trace 637]: recovering s[0][249], m = m1, branching...
[trace 638]: recovering s[0][249], m = m1, branching...
[trace 639]: recovering s[0][249], m = m0, recovered cof_value = -1
[trace 640]: recovering s[0][250], m = m1, branching...
[trace 641]: recovering s[0][250], m = m0, recovered cof_value = 0
[trace 642]: recovering s[0][251], m = m1, branching...
[trace 643]: recovering s[0][251], m = m0, recovered cof_value = 0
[trace 644]: recovering s[0][252], m = m1, branching...
[trace 645]: recovering s[0][252], m = m0, recovered cof_value = 0
[trace 646]: recovering s[0][253], m = m1, branching...
[trace 647]: recovering s[0][253], m = m1, branching...
[trace 648]: recovering s[0][253], m = m1, branching...
[trace 649]: recovering s[0][253], m = m0, recovered cof_value = -2
[trace 650]: recovering s[0][254], m = m0, branching...
[trace 651]: recovering s[0][254], m = m0, branching...
[trace 652]: recovering s[0][254], m = m1, recovered cof_value = 2
[trace 653]: recovering s[0][255], m = m1, branching...
[trace 654]: recovering s[0][255], m = m1, branching...
[trace 655]: recovering s[0][255], m = m0, recovered cof_value = -1
[trace 656]: recovering s[1][0], m = m1, branching...
[trace 657]: recovering s[1][0], m = m1, branching...
[trace 658]: recovering s[1][0], m = m1, branching...
[trace 659]: recovering s[1][0], m = m0, recovered cof_value = -2
[trace 660]: recovering s[1][1], m = m1, branching...
[trace 661]: recovering s[1][1], m = m1, branching...
[trace 662]: recovering s[1][1], m = m0, recovered cof_value = -1
[trace 663]: recovering s[1][2], m = m1, branching...
[trace 664]: recovering s[1][2], m = m1, branching...
[trace 665]: recovering s[1][2], m = m0, recovered cof_value = -1
[trace 666]: recovering s[1][3], m = m1, branching...
[trace 667]: recovering s[1][3], m = m0, recovered cof_value = 0
[trace 668]: recovering s[1][4], m = m0, branching...
[trace 669]: recovering s[1][4], m = m1, recovered cof_value = 1
[trace 670]: recovering s[1][5], m = m1, branching...
[trace 671]: recovering s[1][5], m = m0, recovered cof_value = 0
[trace 672]: recovering s[1][6], m = m1, branching...
[trace 673]: recovering s[1][6], m = m0, recovered cof_value = 0
[trace 674]: recovering s[1][7], m = m0, branching...
[trace 675]: recovering s[1][7], m = m1, recovered cof_value = 1
[trace 676]: recovering s[1][8], m = m1, branching...
[trace 677]: recovering s[1][8], m = m0, recovered cof_value = 0
[trace 678]: recovering s[1][9], m = m1, branching...
[trace 679]: recovering s[1][9], m = m0, recovered cof_value = 0
[trace 680]: recovering s[1][10], m = m1, branching...
[trace 681]: recovering s[1][10], m = m0, recovered cof_value = 0
[trace 682]: recovering s[1][11], m = m0, branching...
[trace 683]: recovering s[1][11], m = m1, recovered cof_value = 1
[trace 684]: recovering s[1][12], m = m0, branching...
[trace 685]: recovering s[1][12], m = m0, branching...
[trace 686]: recovering s[1][12], m = m1, recovered cof_value = 2
[trace 687]: recovering s[1][13], m = m0, branching...
[trace 688]: recovering s[1][13], m = m1, recovered cof_value = 1
[trace 689]: recovering s[1][14], m = m1, branching...
[trace 690]: recovering s[1][14], m = m0, recovered cof_value = 0
[trace 691]: recovering s[1][15], m = m1, branching...
[trace 692]: recovering s[1][15], m = m1, branching...
[trace 693]: recovering s[1][15], m = m1, branching...
[trace 694]: recovering s[1][15], m = m0, recovered cof_value = -2
[trace 695]: recovering s[1][16], m = m0, branching...
[trace 696]: recovering s[1][16], m = m1, recovered cof_value = 1
[trace 697]: recovering s[1][17], m = m0, branching...
[trace 698]: recovering s[1][17], m = m0, branching...
[trace 699]: recovering s[1][17], m = m1, recovered cof_value = 2
[trace 700]: recovering s[1][18], m = m0, branching...
[trace 701]: recovering s[1][18], m = m1, recovered cof_value = 1
[trace 702]: recovering s[1][19], m = m1, branching...
[trace 703]: recovering s[1][19], m = m1, branching...
[trace 704]: recovering s[1][19], m = m0, recovered cof_value = -1
[trace 705]: recovering s[1][20], m = m1, branching...
[trace 706]: recovering s[1][20], m = m1, branching...
[trace 707]: recovering s[1][20], m = m0, recovered cof_value = -1
[trace 708]: recovering s[1][21], m = m0, branching...
[trace 709]: recovering s[1][21], m = m0, branching...
[trace 710]: recovering s[1][21], m = m1, recovered cof_value = 2
[trace 711]: recovering s[1][22], m = m1, branching...
[trace 712]: recovering s[1][22], m = m0, recovered cof_value = 0
[trace 713]: recovering s[1][23], m = m1, branching...
[trace 714]: recovering s[1][23], m = m1, branching...
[trace 715]: recovering s[1][23], m = m0, recovered cof_value = -1
[trace 716]: recovering s[1][24], m = m1, branching...
[trace 717]: recovering s[1][24], m = m1, branching...
[trace 718]: recovering s[1][24], m = m0, recovered cof_value = -1
[trace 719]: recovering s[1][25], m = m0, branching...
[trace 720]: recovering s[1][25], m = m1, recovered cof_value = 1
[trace 721]: recovering s[1][26], m = m0, branching...
[trace 722]: recovering s[1][26], m = m0, branching...
[trace 723]: recovering s[1][26], m = m1, recovered cof_value = 2
[trace 724]: recovering s[1][27], m = m1, branching...
[trace 725]: recovering s[1][27], m = m0, recovered cof_value = 0
[trace 726]: recovering s[1][28], m = m0, branching...
[trace 727]: recovering s[1][28], m = m0, branching...
[trace 728]: recovering s[1][28], m = m1, recovered cof_value = 2
[trace 729]: recovering s[1][29], m = m1, branching...
[trace 730]: recovering s[1][29], m = m1, branching...
[trace 731]: recovering s[1][29], m = m1, branching...
[trace 732]: recovering s[1][29], m = m0, recovered cof_value = -2
[trace 733]: recovering s[1][30], m = m0, branching...
[trace 734]: recovering s[1][30], m = m0, branching...
[trace 735]: recovering s[1][30], m = m1, recovered cof_value = 2
[trace 736]: recovering s[1][31], m = m1, branching...
[trace 737]: recovering s[1][31], m = m0, recovered cof_value = 0
[trace 738]: recovering s[1][32], m = m1, branching...
[trace 739]: recovering s[1][32], m = m0, recovered cof_value = 0
[trace 740]: recovering s[1][33], m = m0, branching...
[trace 741]: recovering s[1][33], m = m0, branching...
[trace 742]: recovering s[1][33], m = m1, recovered cof_value = 2
[trace 743]: recovering s[1][34], m = m1, branching...
[trace 744]: recovering s[1][34], m = m0, recovered cof_value = 0
[trace 745]: recovering s[1][35], m = m1, branching...
[trace 746]: recovering s[1][35], m = m1, branching...
[trace 747]: recovering s[1][35], m = m0, recovered cof_value = -1
[trace 748]: recovering s[1][36], m = m1, branching...
[trace 749]: recovering s[1][36], m = m0, recovered cof_value = 0
[trace 750]: recovering s[1][37], m = m1, branching...
[trace 751]: recovering s[1][37], m = m0, recovered cof_value = 0
[trace 752]: recovering s[1][38], m = m0, branching...
[trace 753]: recovering s[1][38], m = m1, recovered cof_value = 1
[trace 754]: recovering s[1][39], m = m1, branching...
[trace 755]: recovering s[1][39], m = m1, branching...
[trace 756]: recovering s[1][39], m = m0, recovered cof_value = -1
[trace 757]: recovering s[1][40], m = m1, branching...
[trace 758]: recovering s[1][40], m = m1, branching...
[trace 759]: recovering s[1][40], m = m0, recovered cof_value = -1
[trace 760]: recovering s[1][41], m = m1, branching...
[trace 761]: recovering s[1][41], m = m1, branching...
[trace 762]: recovering s[1][41], m = m0, recovered cof_value = -1
[trace 763]: recovering s[1][42], m = m0, branching...
[trace 764]: recovering s[1][42], m = m1, recovered cof_value = 1
[trace 765]: recovering s[1][43], m = m1, branching...
[trace 766]: recovering s[1][43], m = m1, branching...
[trace 767]: recovering s[1][43], m = m0, recovered cof_value = -1
[trace 768]: recovering s[1][44], m = m1, branching...
[trace 769]: recovering s[1][44], m = m0, recovered cof_value = 0
[trace 770]: recovering s[1][45], m = m1, branching...
[trace 771]: recovering s[1][45], m = m1, branching...
[trace 772]: recovering s[1][45], m = m1, branching...
[trace 773]: recovering s[1][45], m = m0, recovered cof_value = -2
[trace 774]: recovering s[1][46], m = m0, branching...
[trace 775]: recovering s[1][46], m = m1, recovered cof_value = 1
[trace 776]: recovering s[1][47], m = m1, branching...
[trace 777]: recovering s[1][47], m = m0, recovered cof_value = 0
[trace 778]: recovering s[1][48], m = m0, branching...
[trace 779]: recovering s[1][48], m = m1, recovered cof_value = 1
[trace 780]: recovering s[1][49], m = m1, branching...
[trace 781]: recovering s[1][49], m = m1, branching...
[trace 782]: recovering s[1][49], m = m0, recovered cof_value = -1
[trace 783]: recovering s[1][50], m = m1, branching...
[trace 784]: recovering s[1][50], m = m0, recovered cof_value = 0
[trace 785]: recovering s[1][51], m = m1, branching...
[trace 786]: recovering s[1][51], m = m0, recovered cof_value = 0
[trace 787]: recovering s[1][52], m = m0, branching...
[trace 788]: recovering s[1][52], m = m1, recovered cof_value = 1
[trace 789]: recovering s[1][53], m = m0, branching...
[trace 790]: recovering s[1][53], m = m1, recovered cof_value = 1
[trace 791]: recovering s[1][54], m = m0, branching...
[trace 792]: recovering s[1][54], m = m1, recovered cof_value = 1
[trace 793]: recovering s[1][55], m = m0, branching...
[trace 794]: recovering s[1][55], m = m1, recovered cof_value = 1
[trace 795]: recovering s[1][56], m = m1, branching...
[trace 796]: recovering s[1][56], m = m1, branching...
[trace 797]: recovering s[1][56], m = m0, recovered cof_value = -1
[trace 798]: recovering s[1][57], m = m0, branching...
[trace 799]: recovering s[1][57], m = m0, branching...
[trace 800]: recovering s[1][57], m = m1, recovered cof_value = 2
[trace 801]: recovering s[1][58], m = m1, branching...
[trace 802]: recovering s[1][58], m = m1, branching...
[trace 803]: recovering s[1][58], m = m0, recovered cof_value = -1
[trace 804]: recovering s[1][59], m = m1, branching...
[trace 805]: recovering s[1][59], m = m0, recovered cof_value = 0
[trace 806]: recovering s[1][60], m = m1, branching...
[trace 807]: recovering s[1][60], m = m1, branching...
[trace 808]: recovering s[1][60], m = m0, recovered cof_value = -1
[trace 809]: recovering s[1][61], m = m1, branching...
[trace 810]: recovering s[1][61], m = m1, branching...
[trace 811]: recovering s[1][61], m = m0, recovered cof_value = -1
[trace 812]: recovering s[1][62], m = m0, branching...
[trace 813]: recovering s[1][62], m = m0, branching...
[trace 814]: recovering s[1][62], m = m1, recovered cof_value = 2
[trace 815]: recovering s[1][63], m = m1, branching...
[trace 816]: recovering s[1][63], m = m1, branching...
[trace 817]: recovering s[1][63], m = m0, recovered cof_value = -1
[trace 818]: recovering s[1][64], m = m1, branching...
[trace 819]: recovering s[1][64], m = m0, recovered cof_value = 0
[trace 820]: recovering s[1][65], m = m0, branching...
[trace 821]: recovering s[1][65], m = m1, recovered cof_value = 1
[trace 822]: recovering s[1][66], m = m1, branching...
[trace 823]: recovering s[1][66], m = m0, recovered cof_value = 0
[trace 824]: recovering s[1][67], m = m1, branching...
[trace 825]: recovering s[1][67], m = m1, branching...
[trace 826]: recovering s[1][67], m = m1, branching...
[trace 827]: recovering s[1][67], m = m0, recovered cof_value = -2
[trace 828]: recovering s[1][68], m = m1, branching...
[trace 829]: recovering s[1][68], m = m0, recovered cof_value = 0
[trace 830]: recovering s[1][69], m = m1, branching...
[trace 831]: recovering s[1][69], m = m0, recovered cof_value = 0
[trace 832]: recovering s[1][70], m = m1, branching...
[trace 833]: recovering s[1][70], m = m1, branching...
[trace 834]: recovering s[1][70], m = m0, recovered cof_value = -1
[trace 835]: recovering s[1][71], m = m1, branching...
[trace 836]: recovering s[1][71], m = m1, branching...
[trace 837]: recovering s[1][71], m = m0, recovered cof_value = -1
[trace 838]: recovering s[1][72], m = m0, branching...
[trace 839]: recovering s[1][72], m = m1, recovered cof_value = 1
[trace 840]: recovering s[1][73], m = m1, branching...
[trace 841]: recovering s[1][73], m = m0, recovered cof_value = 0
[trace 842]: recovering s[1][74], m = m1, branching...
[trace 843]: recovering s[1][74], m = m1, branching...
[trace 844]: recovering s[1][74], m = m0, recovered cof_value = -1
[trace 845]: recovering s[1][75], m = m1, branching...
[trace 846]: recovering s[1][75], m = m1, branching...
[trace 847]: recovering s[1][75], m = m0, recovered cof_value = -1
[trace 848]: recovering s[1][76], m = m1, branching...
[trace 849]: recovering s[1][76], m = m1, branching...
[trace 850]: recovering s[1][76], m = m0, recovered cof_value = -1
[trace 851]: recovering s[1][77], m = m1, branching...
[trace 852]: recovering s[1][77], m = m1, branching...
[trace 853]: recovering s[1][77], m = m1, branching...
[trace 854]: recovering s[1][77], m = m1, recovered cof_value = -3
[trace 855]: recovering s[1][78], m = m0, branching...
[trace 856]: recovering s[1][78], m = m1, recovered cof_value = 1
[trace 857]: recovering s[1][79], m = m0, branching...
[trace 858]: recovering s[1][79], m = m1, recovered cof_value = 1
[trace 859]: recovering s[1][80], m = m1, branching...
[trace 860]: recovering s[1][80], m = m1, branching...
[trace 861]: recovering s[1][80], m = m1, branching...
[trace 862]: recovering s[1][80], m = m0, recovered cof_value = -2
[trace 863]: recovering s[1][81], m = m0, branching...
[trace 864]: recovering s[1][81], m = m0, branching...
[trace 865]: recovering s[1][81], m = m1, recovered cof_value = 2
[trace 866]: recovering s[1][82], m = m1, branching...
[trace 867]: recovering s[1][82], m = m0, recovered cof_value = 0
[trace 868]: recovering s[1][83], m = m0, branching...
[trace 869]: recovering s[1][83], m = m1, recovered cof_value = 1
[trace 870]: recovering s[1][84], m = m1, branching...
[trace 871]: recovering s[1][84], m = m0, recovered cof_value = 0
[trace 872]: recovering s[1][85], m = m1, branching...
[trace 873]: recovering s[1][85], m = m1, branching...
[trace 874]: recovering s[1][85], m = m0, recovered cof_value = -1
[trace 875]: recovering s[1][86], m = m1, branching...
[trace 876]: recovering s[1][86], m = m0, recovered cof_value = 0
[trace 877]: recovering s[1][87], m = m0, branching...
[trace 878]: recovering s[1][87], m = m1, recovered cof_value = 1
[trace 879]: recovering s[1][88], m = m1, branching...
[trace 880]: recovering s[1][88], m = m0, recovered cof_value = 0
[trace 881]: recovering s[1][89], m = m1, branching...
[trace 882]: recovering s[1][89], m = m0, recovered cof_value = 0
[trace 883]: recovering s[1][90], m = m1, branching...
[trace 884]: recovering s[1][90], m = m1, branching...
[trace 885]: recovering s[1][90], m = m0, recovered cof_value = -1
[trace 886]: recovering s[1][91], m = m0, branching...
[trace 887]: recovering s[1][91], m = m1, recovered cof_value = 1
[trace 888]: recovering s[1][92], m = m0, branching...
[trace 889]: recovering s[1][92], m = m0, branching...
[trace 890]: recovering s[1][92], m = m1, recovered cof_value = 2
[trace 891]: recovering s[1][93], m = m0, branching...
[trace 892]: recovering s[1][93], m = m1, recovered cof_value = 1
[trace 893]: recovering s[1][94], m = m1, branching...
[trace 894]: recovering s[1][94], m = m1, branching...
[trace 895]: recovering s[1][94], m = m0, recovered cof_value = -1
[trace 896]: recovering s[1][95], m = m1, branching...
[trace 897]: recovering s[1][95], m = m1, branching...
[trace 898]: recovering s[1][95], m = m0, recovered cof_value = -1
[trace 899]: recovering s[1][96], m = m1, branching...
[trace 900]: recovering s[1][96], m = m1, branching...
[trace 901]: recovering s[1][96], m = m1, branching...
[trace 902]: recovering s[1][96], m = m0, recovered cof_value = -2
[trace 903]: recovering s[1][97], m = m1, branching...
[trace 904]: recovering s[1][97], m = m0, recovered cof_value = 0
[trace 905]: recovering s[1][98], m = m1, branching...
[trace 906]: recovering s[1][98], m = m0, recovered cof_value = 0
[trace 907]: recovering s[1][99], m = m1, branching...
[trace 908]: recovering s[1][99], m = m1, branching...
[trace 909]: recovering s[1][99], m = m0, recovered cof_value = -1
[trace 910]: recovering s[1][100], m = m0, branching...
[trace 911]: recovering s[1][100], m = m1, recovered cof_value = 1
[trace 912]: recovering s[1][101], m = m1, branching...
[trace 913]: recovering s[1][101], m = m0, recovered cof_value = 0
[trace 914]: recovering s[1][102], m = m1, branching...
[trace 915]: recovering s[1][102], m = m0, recovered cof_value = 0
[trace 916]: recovering s[1][103], m = m1, branching...
[trace 917]: recovering s[1][103], m = m0, recovered cof_value = 0
[trace 918]: recovering s[1][104], m = m0, branching...
[trace 919]: recovering s[1][104], m = m1, recovered cof_value = 1
[trace 920]: recovering s[1][105], m = m1, branching...
[trace 921]: recovering s[1][105], m = m1, branching...
[trace 922]: recovering s[1][105], m = m1, branching...
[trace 923]: recovering s[1][105], m = m0, recovered cof_value = -2
[trace 924]: recovering s[1][106], m = m0, branching...
[trace 925]: recovering s[1][106], m = m1, recovered cof_value = 1
[trace 926]: recovering s[1][107], m = m0, branching...
[trace 927]: recovering s[1][107], m = m0, branching...
[trace 928]: recovering s[1][107], m = m1, recovered cof_value = 2
[trace 929]: recovering s[1][108], m = m0, branching...
[trace 930]: recovering s[1][108], m = m0, branching...
[trace 931]: recovering s[1][108], m = m1, recovered cof_value = 2
[trace 932]: recovering s[1][109], m = m1, branching...
[trace 933]: recovering s[1][109], m = m1, branching...
[trace 934]: recovering s[1][109], m = m0, recovered cof_value = -1
[trace 935]: recovering s[1][110], m = m1, branching...
[trace 936]: recovering s[1][110], m = m1, branching...
[trace 937]: recovering s[1][110], m = m1, branching...
[trace 938]: recovering s[1][110], m = m1, recovered cof_value = -3
[trace 939]: recovering s[1][111], m = m1, branching...
[trace 940]: recovering s[1][111], m = m1, branching...
[trace 941]: recovering s[1][111], m = m0, recovered cof_value = -1
[trace 942]: recovering s[1][112], m = m1, branching...
[trace 943]: recovering s[1][112], m = m1, branching...
[trace 944]: recovering s[1][112], m = m0, recovered cof_value = -1
[trace 945]: recovering s[1][113], m = m1, branching...
[trace 946]: recovering s[1][113], m = m0, recovered cof_value = 0
[trace 947]: recovering s[1][114], m = m0, branching...
[trace 948]: recovering s[1][114], m = m1, recovered cof_value = 1
[trace 949]: recovering s[1][115], m = m0, branching...
[trace 950]: recovering s[1][115], m = m1, recovered cof_value = 1
[trace 951]: recovering s[1][116], m = m0, branching...
[trace 952]: recovering s[1][116], m = m1, recovered cof_value = 1
[trace 953]: recovering s[1][117], m = m0, branching...
[trace 954]: recovering s[1][117], m = m1, recovered cof_value = 1
[trace 955]: recovering s[1][118], m = m1, branching...
[trace 956]: recovering s[1][118], m = m0, recovered cof_value = 0
[trace 957]: recovering s[1][119], m = m1, branching...
[trace 958]: recovering s[1][119], m = m0, recovered cof_value = 0
[trace 959]: recovering s[1][120], m = m1, branching...
[trace 960]: recovering s[1][120], m = m1, branching...
[trace 961]: recovering s[1][120], m = m1, branching...
[trace 962]: recovering s[1][120], m = m0, recovered cof_value = -2
[trace 963]: recovering s[1][121], m = m1, branching...
[trace 964]: recovering s[1][121], m = m0, recovered cof_value = 0
[trace 965]: recovering s[1][122], m = m0, branching...
[trace 966]: recovering s[1][122], m = m1, recovered cof_value = 1
[trace 967]: recovering s[1][123], m = m0, branching...
[trace 968]: recovering s[1][123], m = m0, branching...
[trace 969]: recovering s[1][123], m = m1, recovered cof_value = 2
[trace 970]: recovering s[1][124], m = m1, branching...
[trace 971]: recovering s[1][124], m = m1, branching...
[trace 972]: recovering s[1][124], m = m0, recovered cof_value = -1
[trace 973]: recovering s[1][125], m = m0, branching...
[trace 974]: recovering s[1][125], m = m1, recovered cof_value = 1
[trace 975]: recovering s[1][126], m = m1, branching...
[trace 976]: recovering s[1][126], m = m1, branching...
[trace 977]: recovering s[1][126], m = m0, recovered cof_value = -1
[trace 978]: recovering s[1][127], m = m1, branching...
[trace 979]: recovering s[1][127], m = m0, recovered cof_value = 0
[trace 980]: recovering s[1][128], m = m0, branching...
[trace 981]: recovering s[1][128], m = m1, recovered cof_value = 1
[trace 982]: recovering s[1][129], m = m0, branching...
[trace 983]: recovering s[1][129], m = m0, branching...
[trace 984]: recovering s[1][129], m = m0, recovered cof_value = 3
[trace 985]: recovering s[1][130], m = m1, branching...
[trace 986]: recovering s[1][130], m = m0, recovered cof_value = 0
[trace 987]: recovering s[1][131], m = m1, branching...
[trace 988]: recovering s[1][131], m = m0, recovered cof_value = 0
[trace 989]: recovering s[1][132], m = m1, branching...
[trace 990]: recovering s[1][132], m = m1, branching...
[trace 991]: recovering s[1][132], m = m1, branching...
[trace 992]: recovering s[1][132], m = m0, recovered cof_value = -2
[trace 993]: recovering s[1][133], m = m0, branching...
[trace 994]: recovering s[1][133], m = m1, recovered cof_value = 1
[trace 995]: recovering s[1][134], m = m1, branching...
[trace 996]: recovering s[1][134], m = m1, branching...
[trace 997]: recovering s[1][134], m = m1, branching...
[trace 998]: recovering s[1][134], m = m0, recovered cof_value = -2
[trace 999]: recovering s[1][135], m = m1, branching...
[trace 1000]: recovering s[1][135], m = m1, branching...
[trace 1001]: recovering s[1][135], m = m0, recovered cof_value = -1
[trace 1002]: recovering s[1][136], m = m1, branching...
[trace 1003]: recovering s[1][136], m = m1, branching...
[trace 1004]: recovering s[1][136], m = m0, recovered cof_value = -1
[trace 1005]: recovering s[1][137], m = m1, branching...
[trace 1006]: recovering s[1][137], m = m1, branching...
[trace 1007]: recovering s[1][137], m = m0, recovered cof_value = -1
